Entry	Entry name	Gene names
Q9NSD5	S6A13_HUMAN	SLC6A13 GAT2
Q9NSI6	BRWD1_HUMAN	BRWD1 C21orf107 WDR9
Q9NU22	MDN1_HUMAN	MDN1 KIAA0301
Q9NUX5	POTE1_HUMAN	POT1
Q9NVJ2	ARL8B_HUMAN	ARL8B ARL10C GIE1
Q9NWT8	AKIP_HUMAN	AURKAIP1 AIP AKIP MRPS38
Q9NX63	MIC19_HUMAN	CHCHD3 MIC19 MINOS3
Q9NY64	GTR8_HUMAN	SLC2A8 GLUT8 GLUTX1
Q9NY65	TBA8_HUMAN	TUBA8 TUBAL2
Q9NY91	SC5A4_HUMAN	SLC5A4 SAAT1 SGLT3
Q9NYB0	TE2IP_HUMAN	TERF2IP DRIP5 RAP1 PP8000
Q9NYB5	SO1C1_HUMAN	SLCO1C1 OATP14 OATP1C1 OATPF SLC21A14
Q9NYJ8	TAB2_HUMAN	TAB2 KIAA0733 MAP3K7IP2
Q9NYY1	IL20_HUMAN	IL20 ZCYTO10 UNQ852/PRO1801
Q9NZ45	CISD1_HUMAN	CISD1 C10orf70 ZCD1 MDS029
Q9NZB2	F120A_HUMAN	FAM120A C9orf10 KIAA0183 OSSA
Q9NZN8	CNOT2_HUMAN	CNOT2 CDC36 NOT2 HSPC131 MSTP046
Q9NZQ7	PD1L1_HUMAN	CD274 B7H1 PDCD1L1 PDCD1LG1 PDL1
Q9NZT2	OGFR_HUMAN	OGFR
Q9P2Y5	UVRAG_HUMAN	UVRAG
Q9UBB5	MBD2_HUMAN	MBD2
Q9UBC9	SPRR3_HUMAN	SPRR3 SPRC
Q9UBE0	SAE1_HUMAN	SAE1 AOS1 SUA1 UBLE1A
Q9UBK2	PRGC1_HUMAN	PPARGC1A LEM6 PGC1 PGC1A PPARGC1
Q9UBU3	GHRL_HUMAN	GHRL MTLRP UNQ524/PRO1066
Q9UBV8	PEF1_HUMAN	PEF1 ABP32 UNQ1845/PRO3573
Q9UBY0	SL9A2_HUMAN	SLC9A2 NHE2
Q9UFN0	NPS3A_HUMAN	NIPSNAP3A NIPSNAP4 HSPC299
Q9UGC6	RGS17_HUMAN	RGS17 RGSZ2
Q9UGH3	S23A2_HUMAN	SLC23A2 KIAA0238 NBTL1 SLC23A1 SVCT2 YSPL2
Q9UHC9	NPCL1_HUMAN	NPC1L1
Q9UHD8	SEPT9_HUMAN	SEPTIN9 KIAA0991 MSF SEPT9
Q9UHF0	TKNK_HUMAN	TAC3 NKNB UNQ585/PRO1155
Q9UHF1	EGFL7_HUMAN	EGFL7 MEGF7 UNQ187/PRO1449
Q9UHJ3	SMBT1_HUMAN	SFMBT1 RU1
Q9UHV9	PFD2_HUMAN	PFDN2 PFD2 HSPC231
Q9UI30	TR112_HUMAN	TRMT112 AD-001 HSPC152 HSPC170
Q9UIF8	BAZ2B_HUMAN	BAZ2B KIAA1476
Q9UIF9	BAZ2A_HUMAN	BAZ2A KIAA0314 TIP5
Q9UIG8	SO3A1_HUMAN	SLCO3A1 OATP3A1 OATPD SLC21A11
Q9UJ71	CLC4K_HUMAN	CD207 CLEC4K
Q9UK05	GDF2_HUMAN	GDF2 BMP9
Q9UKN7	MYO15_HUMAN	MYO15A MYO15
Q9UKX2	MYH2_HUMAN	MYH2 MYHSA2
Q9UKZ1	CNO11_HUMAN	CNOT11 C2orf29 C40
Q9UL26	RB22A_HUMAN	RAB22A RAB22
Q9UL46	PSME2_HUMAN	PSME2
Q9ULD4	BRPF3_HUMAN	BRPF3 KIAA1286
Q9ULH1	ASAP1_HUMAN	ASAP1 DDEF1 KIAA1249
Q9ULI0	ATD2B_HUMAN	ATAD2B KIAA1240
Q9ULU4	PKCB1_HUMAN	ZMYND8 KIAA1125 PRKCBP1 RACK7
Q9ULW0	TPX2_HUMAN	TPX2 C20orf1 C20orf2 DIL2 HCA519
Q9ULZ1	APEL_HUMAN	APLN APEL
Q9UM47	NOTC3_HUMAN	NOTCH3
Q9UMX1	SUFU_HUMAN	SUFU UNQ650/PRO1280
Q9UNN5	FAF1_HUMAN	FAF1 UBXD12 UBXN3A CGI-03
Q9UPN7	PP6R1_HUMAN	PPP6R1 KIAA1115 PP6R1 SAPS1
Q9UPY5	XCT_HUMAN	SLC7A11
Q9Y239	NOD1_HUMAN	NOD1 CARD4
Q9Y263	PLAP_HUMAN	PLAA PLAP
Q9Y275	TN13B_HUMAN	TNFSF13B BAFF BLYS TALL1 TNFSF20 ZTNF4 UNQ401/PRO738
Q9Y286	SIGL7_HUMAN	SIGLEC7 AIRM1
Q9Y294	ASF1A_HUMAN	ASF1A CGI-98 HSPC146
Q9Y2I1	NISCH_HUMAN	NISCH IRAS KIAA0975
Q9Y2R9	RT07_HUMAN	MRPS7
Q9Y2T1	AXIN2_HUMAN	AXIN2
Q9Y2V7	COG6_HUMAN	COG6 KIAA1134
Q9Y2W1	TR150_HUMAN	THRAP3 BCLAF2 TRAP150
Q9Y336	SIGL9_HUMAN	SIGLEC9 UNQ668/PRO1302
Q9Y345	SC6A5_HUMAN	SLC6A5 GLYT2 NET1
Q9Y3D0	CIA2B_HUMAN	CIAO2B CIAB FAM96B MIP18 CGI-128 HSPC118
Q9Y3D9	RT23_HUMAN	MRPS23 CGI-138 HSPC329
Q9Y468	LMBL1_HUMAN	L3MBTL1 KIAA0681 L3MBT L3MBTL
Q9Y496	KIF3A_HUMAN	KIF3A KIF3
Q9Y4L1	HYOU1_HUMAN	HYOU1 GRP170 ORP150
Q9Y5A9	YTHD2_HUMAN	YTHDF2 HGRG8
Q9Y5C1	ANGL3_HUMAN	ANGPTL3 ANGPT5 UNQ153/PRO179
Q9Y5M8	SRPRB_HUMAN	SRPRB PSEC0230
Q9Y5P4	CERT_HUMAN	CERT1 CERT COL4A3BP STARD11
Q9Y5Y5	PEX16_HUMAN	PEX16
Q9Y694	S22A7_HUMAN	SLC22A7 NLT OAT2
Q9Y6D5	BIG2_HUMAN	ARFGEF2 ARFGEP2 BIG2
Q9Y6H5	SNCAP_HUMAN	SNCAIP
Q9Y6I3	EPN1_HUMAN	EPN1
Q9Y6I9	TX264_HUMAN	TEX264 ZSIG11 UNQ337/PRO536
Q9Y6L6	SO1B1_HUMAN	SLCO1B1 LST1 OATP1B1 OATP2 OATPC SLC21A6
Q9Y6M7	S4A7_HUMAN	SLC4A7 BT NBC2 NBC2B NBC3 NBCn1 SBC2 SLC4A6
Q9Y6W8	ICOS_HUMAN	ICOS AILIM
Q9Y6Y9	LY96_HUMAN	LY96 ESOP1 MD2
