Entry	Entry name	Gene names	EC number
Q8WU10	PYRD1_HUMAN	PYROXD1	1.8.1.-
Q8NFW8	NEUA_HUMAN	CMAS	2.7.7.43
Q96LW4	PRIPO_HUMAN	PRIMPOL CCDC111	2.7.7.-
O95453	PARN_HUMAN	PARN DAN	3.1.13.4
Q8N4Q0	PTGR3_HUMAN	ZADH2 PTGR3	1.3.1.48
P49585	PCY1A_HUMAN	PCYT1A CTPCT PCYT1	2.7.7.15
Q9NZ20	PA2G3_HUMAN	PLA2G3	3.1.1.4
Q92824	PCSK5_HUMAN	PCSK5 PC5 PC6	3.4.21.-
Q92521	PIGB_HUMAN	PIGB	2.4.1.-
Q8TCS8	PNPT1_HUMAN	PNPT1 PNPASE	2.7.7.8
Q16769	QPCT_HUMAN	QPCT	2.3.2.5
O75792	RNH2A_HUMAN	RNASEH2A RNASEHI RNHIA	3.1.26.4
O76064	RNF8_HUMAN	RNF8 KIAA0646	2.3.2.27
P0C025	NUD17_HUMAN	NUDT17	3.6.1.-
Q9BRQ3	NUD22_HUMAN	NUDT22 PP11246	3.6.1.45
Q8N490	PNKD_HUMAN	PNKD KIAA1184 MR1 TAHCCP2 FKSG19 UNQ2491/PRO5778	3.-.-.-
Q6P4A8	PLBL1_HUMAN	PLBD1	3.1.1.-
Q9BXR3	POK6_HUMAN	ERVK-6 ERVK6	2.7.7.49; 3.1.26.4
P13686	PPA5_HUMAN	ACP5	3.1.3.2
P30566	PUR8_HUMAN	ADSL AMPS	4.3.2.2
Q16825	PTN21_HUMAN	PTPN21 PTPD1	3.1.3.48
P04049	RAF1_HUMAN	RAF1 RAF	2.7.11.1
Q6ZVK8	NUD18_HUMAN	NUDT18 MTH3	3.6.1.58
Q9H093	NUAK2_HUMAN	NUAK2 OMPHK2 SNARK	2.7.11.1
P00491	PNPH_HUMAN	PNP NP	2.4.2.1
Q9Y6A1	POMT1_HUMAN	POMT1	2.4.1.109
P63133	POK8_HUMAN	ERVK-8	2.7.7.49; 3.1.26.4
Q13162	PRDX4_HUMAN	PRDX4	1.11.1.24
Q9UBT6	POLK_HUMAN	POLK DINB1	2.7.7.7
P04070	PROC_HUMAN	PROC	3.4.21.69
Q9HD43	PTPRH_HUMAN	PTPRH SAP1	3.1.3.48
P60763	RAC3_HUMAN	RAC3	3.6.5.2
P01116	RASK_HUMAN	KRAS KRAS2 RASK2	3.6.5.2
O60930	RNH1_HUMAN	RNASEH1 RNH1	3.1.26.4
P10153	RNAS2_HUMAN	RNASE2 EDN RNS2	4.6.1.18
Q5S007	LRRK2_HUMAN	LRRK2 PARK8	2.7.11.1; 3.6.5.-
O15146	MUSK_HUMAN	MUSK	2.7.10.1
Q9H867	MT21D_HUMAN	VCPKMT C14orf138 METTL21D	2.1.1.-
Q9NYA4	MTMR4_HUMAN	MTMR4 KIAA0647 ZFYVE11	3.1.3.48
Q9GZZ1	NAA50_HUMAN	NAA50 MAK3 NAT13 NAT5	2.3.1.258; 2.3.1.-
P51955	NEK2_HUMAN	NEK2 NEK2A NLK1	2.7.11.1
Q6VVB1	NHLC1_HUMAN	NHLRC1 EPM2B	2.3.2.27
Q7L592	NDUF7_HUMAN	NDUFAF7 C2orf56 PRO1853	2.1.1.320
P50897	PPT1_HUMAN	PPT1 CLN1 PPT	3.1.2.22
Q15678	PTN14_HUMAN	PTPN14 PEZ PTPD2	3.1.3.48
O00237	RN103_HUMAN	RNF103 ZFP103	2.3.2.27
Q16518	RPE65_HUMAN	RPE65	3.1.1.64; 5.3.3.22
Q9BUL9	RPP25_HUMAN	RPP25	3.1.26.5
Q14693	LPIN1_HUMAN	LPIN1 KIAA0188	3.1.3.4
Q9UIC8	LCMT1_HUMAN	LCMT1 LCMT CGI-68	2.1.1.233
O15021	MAST4_HUMAN	MAST4 KIAA0303	2.7.11.1
O00187	MASP2_HUMAN	MASP2	3.4.21.104
P61599	NAA20_HUMAN	NAA20 NAT5	2.3.1.254
Q8NCW5	NNRE_HUMAN	NAXE AIBP APOA1BP YJEFN1	5.1.99.6
P29120	NEC1_HUMAN	PCSK1 NEC1	3.4.21.93
Q96AB6	NTAN1_HUMAN	NTAN1	3.5.1.121
P53041	PPP5_HUMAN	PPP5C PPP5	3.1.3.16
Q86YW0	PLCZ1_HUMAN	PLCZ1	3.1.4.11
Q9UMS4	PRP19_HUMAN	PRPF19 NMP200 PRP19 SNEV	2.3.2.27
Q9NXI6	RN186_HUMAN	RNF186	2.3.2.27
O75116	ROCK2_HUMAN	ROCK2 KIAA0619	2.7.11.1
Q9Y2H9	MAST1_HUMAN	MAST1 KIAA0973 SAST	2.7.11.1
Q9BTE0	NAT9_HUMAN	NAT9 EBS	2.3.1.-
Q6XQN6	PNCB_HUMAN	NAPRT FHIP NAPRT1	6.3.4.21
Q5JR12	PPM1J_HUMAN	PPM1J PPP2CZ	3.1.3.16
Q9UL19	PLAT4_HUMAN	PLAAT4 RARRES3 RIG1 TIG3	2.3.1.-; 3.1.1.32; 3.1.1.4
Q9NQW5	PRDM7_HUMAN	PRDM7 PFM4	2.1.1.-
Q08257	QOR_HUMAN	CRYZ	1.6.5.5
Q9HBH5	RDH14_HUMAN	RDH14 PAN2 SDR7C4 UNQ529/PRO1072	1.1.1.300
Q5XPI4	RN123_HUMAN	RNF123 KPC1 FP1477	2.3.2.27
A0A024RBG1	NUD4B_HUMAN	NUDT4B	3.6.1.52
P08559	ODPA_HUMAN	PDHA1 PHE1A	1.2.4.1
Q5T2D3	OTUD3_HUMAN	OTUD3 KIAA0459	3.4.19.12
Q8IVL6	P3H3_HUMAN	P3H3 LEPREL2	1.14.11.7
O14841	OPLA_HUMAN	OPLAH	3.5.2.9
Q14554	PDIA5_HUMAN	PDIA5 PDIR	5.3.4.1
Q8N165	PDK1L_HUMAN	PDIK1L CLIK1L	2.7.11.1
P30039	PBLD_HUMAN	PBLD MAWBP	5.1.-.-
P35558	PCKGC_HUMAN	PCK1 PEPCK1	4.1.1.32; 2.7.11.-
Q460N5	PAR14_HUMAN	PARP14 BAL2 KIAA1268	2.4.2.-
Q16816	PHKG1_HUMAN	PHKG1 PHKG	2.7.11.19; 2.7.11.1; 2.7.11.26
P57054	PIGP_HUMAN	PIGP DCRC DSCR5 DSCRC NPD010	2.4.1.198
Q9BXM7	PINK1_HUMAN	PINK1	2.7.11.1
Q9H4Q4	PRD12_HUMAN	PRDM12 PFM9	2.1.1.-
Q06830	PRDX1_HUMAN	PRDX1 PAGA PAGB TDPX2	1.11.1.24
Q99436	PSB7_HUMAN	PSMB7 Z	3.4.25.1
Q495T6	MMEL1_HUMAN	MMEL1 MELL1 MMEL2 NEP2	3.4.24.11
Q9Y4U1	MMAC_HUMAN	MMACHC	2.5.1.151; 1.16.1.6
Q9H239	MMP28_HUMAN	MMP28 MMP25 UNQ1893/PRO4339	3.4.24.-
Q16819	MEP1A_HUMAN	MEP1A	3.4.24.18
O75251	NDUS7_HUMAN	NDUFS7	7.1.1.2
Q6IQ20	NAPEP_HUMAN	NAPEPLD C7orf18	3.1.4.54
P22102	PUR2_HUMAN	GART PGFT PRGS	6.3.4.13; 6.3.3.1; 2.1.2.2
O15067	PUR4_HUMAN	PFAS KIAA0361	6.3.5.3
Q8N2H3	PYRD2_HUMAN	PYROXD2 C10orf33	1.-.-.-
Q9NX52	RHBL2_HUMAN	RHBDL2	3.4.21.105
Q06587	RING1_HUMAN	RING1 RNF1	2.3.2.27
Q53H76	PLA1A_HUMAN	PLA1A NMD PSPLA1	3.1.1.-
O43272	PROD_HUMAN	PRODH PIG6 POX2 PRODH2	1.5.5.2
P00797	RENI_HUMAN	REN	3.4.23.15
Q9HBD1	RC3H2_HUMAN	RC3H2 MNAB RNF164	2.3.2.27
Q9NV58	RN19A_HUMAN	RNF19A RNF19	2.3.2.31
Q9P0P0	RN181_HUMAN	RNF181 HSPC238	2.3.2.27
Q495C1	RN212_HUMAN	RNF212	2.3.2.-
O15294	OGT1_HUMAN	OGT	2.4.1.255
O00750	P3C2B_HUMAN	PIK3C2B	2.7.1.154
Q15084	PDIA6_HUMAN	PDIA6 ERP5 P5 TXNDC7	5.3.4.1
Q53GL7	PAR10_HUMAN	PARP10	2.4.2.-
Q9ULW8	PADI3_HUMAN	PADI3 PAD3 PDI3	3.5.3.15
O76074	PDE5A_HUMAN	PDE5A PDE5	3.1.4.35
A0A075B767	PAL4H_HUMAN	PPIAL4H	5.2.1.8
O75151	PHF2_HUMAN	PHF2 CENP-35 KIAA0662	1.14.11.-
Q5H8A4	PIGG_HUMAN	PIGG GPI7 UNQ1930/PRO4405	2.-.-.-
Q6ZVD8	PHLP2_HUMAN	PHLPP2 KIAA0931 PHLPPL	3.1.3.16
Q9BZM1	PG12A_HUMAN	PLA2G12A PLA2G12 FKSG38 UNQ2519/PRO6012	3.1.1.4
P16234	PGFRA_HUMAN	PDGFRA PDGFR2 RHEPDGFRA	2.7.10.1
Q9HAT8	PELI2_HUMAN	PELI2	2.3.2.27
Q32ZL2	PLPR5_HUMAN	PLPPR5 LPPR5 PAP2D PRG5	3.1.3.-
Q15166	PON3_HUMAN	PON3	3.1.1.2; 3.1.1.81; 3.1.8.1
P51178	PLCD1_HUMAN	PLCD1	3.1.4.11
Q9NRZ5	PLCD_HUMAN	AGPAT4 UNQ499/PRO1016	2.3.1.51
Q9P212	PLCE1_HUMAN	PLCE1 KIAA1516 PLCE PPLC	3.1.4.11
Q4KWH8	PLCH1_HUMAN	PLCH1 KIAA1069 PLCL3	3.1.4.11
Q8IV08	PLD3_HUMAN	PLD3	3.1.16.1
O14939	PLD2_HUMAN	PLD2	3.1.4.4
O14830	PPE2_HUMAN	PPEF2	3.1.3.16
P31939	PUR9_HUMAN	ATIC PURH OK/SW-cl.86	2.1.2.3; 3.5.4.10
Q63HN8	RN213_HUMAN	RNF213 ALO17 C17orf27 KIAA1554 KIAA1618 MYSTR	2.3.2.27; 3.6.4.-
Q9H9Y6	RPA2_HUMAN	POLR1B	2.7.7.6
Q8WUY8	NAT14_HUMAN	NAT14 KLP1	2.3.1.-
P29728	OAS2_HUMAN	OAS2	2.7.7.84
Q5VVQ6	OTU1_HUMAN	YOD1 DUBA8 HIN7 OTUD2 PRO0907	3.4.19.12
Q9H4Q3	PRD13_HUMAN	PRDM13 PFM10	2.1.1.-
Q13153	PAK1_HUMAN	PAK1	2.7.11.1
Q9UM07	PADI4_HUMAN	PADI4 PAD4 PADI5 PDI5	3.5.3.15
Q9NP56	PDE7B_HUMAN	PDE7B	3.1.4.53
Q9H7Z7	PGES2_HUMAN	PTGES2 C9orf15 PGES2	5.3.99.3
Q8NG27	PJA1_HUMAN	PJA1 RNF70	2.3.2.27
P56730	NETR_HUMAN	PRSS12	3.4.21.-
O76083	PDE9A_HUMAN	PDE9A	3.1.4.35
Q99497	PARK7_HUMAN	PARK7	3.1.2.-; 3.5.1.-; 3.5.1.124
Q6PCE3	PGM2L_HUMAN	PGM2L1 BM32A	2.7.1.106
Q8NEB5	PLPP5_HUMAN	PLPP5 DPPL1 HTPAP PPAPDC1B	3.1.3.4; 3.1.3.81
Q9Y570	PPME1_HUMAN	PPME1 PME1 PP2593 PRO0750	3.1.1.89
P16885	PLCG2_HUMAN	PLCG2	3.1.4.11
P63136	POK25_HUMAN	ERVK-25	2.7.7.49; 3.1.26.4
Q8NI37	PPTC7_HUMAN	PPTC7 TAPP2C	3.1.3.16
P11217	PYGM_HUMAN	PYGM	2.4.1.1
P45452	MMP13_HUMAN	MMP13	3.4.24.-
Q99735	MGST2_HUMAN	MGST2 GST2	2.5.1.18; 1.11.1.-; 4.4.1.20
Q86VF5	MOGT3_HUMAN	MOGAT3 DC7 DGAT2L7 UNQ9383/PRO34208	2.3.1.20; 2.3.1.22
Q15777	MPPD2_HUMAN	MPPED2 C11orf8 FAM1B	3.1.-.-
P46459	NSF_HUMAN	NSF	3.6.4.6
P03886	NU1M_HUMAN	MT-ND1 MTND1 NADH1 ND1	7.1.1.2
Q99575	POP1_HUMAN	POP1 KIAA0061	3.1.26.5
O00444	PLK4_HUMAN	PLK4 SAK STK18	2.7.11.21
P05186	PPBT_HUMAN	ALPL	3.1.3.1
Q9NQV5	PRD11_HUMAN	PRDM11 PFM8	2.1.1.-
Q9Y253	POLH_HUMAN	POLH RAD30 RAD30A XPV	2.7.7.7
Q96BP3	PPWD1_HUMAN	PPWD1 KIAA0073	5.2.1.8
P22234	PUR6_HUMAN	PAICS ADE2 AIRC PAIS	6.3.2.6; 4.1.1.21
P15918	RAG1_HUMAN	RAG1 RNF74	3.1.-.-; 2.3.2.27
Q92698	RAD54_HUMAN	RAD54L RAD54A	3.6.4.12
P01112	RASH_HUMAN	HRAS HRAS1	3.6.5.2
Q5TC82	RC3H1_HUMAN	RC3H1 KIAA2025 RNF198	2.3.2.27
Q9H6Y7	RN167_HUMAN	RNF167 LP2254	2.3.2.27
Q9ULI2	RIMKB_HUMAN	RIMKLB FAM80B KIAA1238	6.3.1.17; 6.3.2.41
Q9Y3R4	NEUR2_HUMAN	NEU2	3.2.1.18
Q14432	PDE3A_HUMAN	PDE3A	3.1.4.17
Q9NXG6	P4HTM_HUMAN	P4HTM PH4	1.14.11.29
P29122	PCSK6_HUMAN	PCSK6 PACE4	3.4.21.-
P11309	PIM1_HUMAN	PIM1	2.7.11.1
Q9NXJ5	PGPI_HUMAN	PGPEP1 PGPI	3.4.19.3
Q7Z7B1	PIGW_HUMAN	PIGW	2.3.-.-
O75688	PPM1B_HUMAN	PPM1B PP2CB	3.1.3.16
O15305	PMM2_HUMAN	PMM2	5.4.2.8
P00747	PLMN_HUMAN	PLG	3.4.21.7
O75038	PLCH2_HUMAN	PLCH2 KIAA0450 PLCL4	3.1.4.11
P11117	PPAL_HUMAN	ACP2	3.1.3.2
Q504Y2	PKDCC_HUMAN	PKDCC SGK493 VLK	2.7.10.2
Q9NST1	PLPL3_HUMAN	PNPLA3 ADPN C22orf20	2.3.1.51; 3.1.1.3
P11234	RALB_HUMAN	RALB	3.6.5.2
Q9BV57	MTND_HUMAN	ADI1 MTCBP1 HMFT1638	1.13.11.54
Q6IPT4	NB5R5_HUMAN	CYB5RL	1.6.2.2
Q8WZ82	OVCA2_HUMAN	OVCA2	3.1.2.-
O95340	PAPS2_HUMAN	PAPSS2 ATPSK2	2.7.7.4; 2.7.1.25
Q6QHF9	PAOX_HUMAN	PAOX PAO UNQ1923/PRO4398	1.5.3.13
P16499	PDE6A_HUMAN	PDE6A PDEA	3.1.4.35
Q9H8K7	PAAT_HUMAN	PAAT C10orf88	3.6.1.-
Q8NBL1	PGLT1_HUMAN	POGLUT1 C3orf9 CLP46 KTELC1 MDSRP MDS010 UNQ490/PRO1006	2.4.1.376; 2.4.2.63
Q9UPP1	PHF8_HUMAN	PHF8 KIAA1111 ZNF422	1.14.11.27; 1.14.11.65
P61457	PHS_HUMAN	PCBD1 DCOH PCBD	4.2.1.96
Q96J94	PIWL1_HUMAN	PIWIL1 HIWI	3.1.26.-
P63128	POK9_HUMAN	ERVK-9	3.4.23.50; 2.7.7.49; 2.7.7.7; 3.1.26.4
Q13523	PRP4B_HUMAN	PRPF4B KIAA0536 PRP4 PRP4H PRP4K	2.7.11.1
A1L453	PRS38_HUMAN	PRSS38 MPN2	3.4.21.-
P0CW18	PRS56_HUMAN	PRSS56	3.4.21.-
Q6UWB4	PRS55_HUMAN	PRSS55 TSP1 UNQ9391/PRO34284	3.4.21.-
Q9BRB3	PIGQ_HUMAN	PIGQ GPI1	2.4.1.198
Q8N0Y7	PGAM4_HUMAN	PGAM4 PGAM3	5.4.2.11; 5.4.2.4
P15259	PGAM2_HUMAN	PGAM2 PGAMM	5.4.2.11; 5.4.2.4
Q96GM1	PLPR2_HUMAN	PLPPR2 LPPR2 PRG4	3.1.3.4
P0DJD9	PEPA5_HUMAN	PGA5	3.4.23.1
O15297	PPM1D_HUMAN	PPM1D WIP1	3.1.3.16
Q9ULR3	PPM1H_HUMAN	PPM1H ARHCL1 KIAA1157 URCC2	3.1.3.16
Q8N3E9	PLCD3_HUMAN	PLCD3 KIAA1964	3.1.4.11
O60568	PLOD3_HUMAN	PLOD3	1.14.11.4; 2.4.1.50; 2.4.1.66
P07738	PMGE_HUMAN	BPGM	5.4.2.4; 5.4.2.11
P63135	POK7_HUMAN	ERVK-7	2.7.7.49; 3.1.26.4
O43688	PLPP2_HUMAN	PLPP2 LPP2 PPAP2C	3.1.3.-; 3.1.3.4
Q6UWY2	PRS57_HUMAN	PRSS57 PRSSL1 UNQ782/PRO1599	3.4.21.-
P60484	PTEN_HUMAN	PTEN MMAC1 TEP1	3.1.3.16; 3.1.3.48; 3.1.3.67
P49810	PSN2_HUMAN	PSEN2 AD4 PS2 PSNL2 STM2	3.4.23.-
O00391	QSOX1_HUMAN	QSOX1 QSCN6 UNQ2520/PRO6013	1.8.3.2
Q8WVD3	RN138_HUMAN	RNF138 NARF HSD-4 HSD4	2.3.2.27
P51531	SMCA2_HUMAN	SMARCA2 BAF190B BRM SNF2A SNF2L2	3.6.4.-
Q76I76	SSH2_HUMAN	SSH2 KIAA1725 SSH2L	3.1.3.16; 3.1.3.48
P54136	SYRC_HUMAN	RARS1 RARS	6.1.1.19
P13984	T2FB_HUMAN	GTF2F2 RAP30	3.6.4.12
Q5JPH6	SYEM_HUMAN	EARS2 KIAA1970	6.1.1.17
Q8NEK8	TET5D_HUMAN	TENT5D FAM46D	2.7.7.19
Q92620	PRP16_HUMAN	DHX38 DDX38 KIAA0224 PRP16	3.6.4.13
P54829	PTN5_HUMAN	PTPN5	3.1.3.48
Q05209	PTN12_HUMAN	PTPN12	3.1.3.48
Q03393	PTPS_HUMAN	PTS	4.2.3.12
Q8TEB7	RN128_HUMAN	RNF128	2.3.2.27
Q9NYA1	SPHK1_HUMAN	SPHK1 SK1 SPHK SPK	2.7.1.91; 2.3.1.-
P15907	SIAT1_HUMAN	ST6GAL1 SIAT1	2.4.99.1
Q9BXU1	STK31_HUMAN	STK31 SGK396	2.7.11.1
O43151	TET3_HUMAN	TET3 KIAA0401	1.14.11.n2
Q9UHD2	TBK1_HUMAN	TBK1 NAK	2.7.11.1
Q8IZH2	XRN1_HUMAN	XRN1 SEP1	3.1.13.-
Q9WJR5	POK19_HUMAN	ERVK-19	2.7.7.49; 3.1.26.4
O43930	PRKY_HUMAN	PRKY	2.7.11.1
O95084	PRS23_HUMAN	PRSS23 ZSIG13 UNQ270/PRO307	3.4.21.-
Q9BQR3	PRS27_HUMAN	PRSS27 MPN UNQ1884/PRO4327	3.4.21.-
Q2L4Q9	PRS53_HUMAN	PRSS53	3.4.21.-
Q9Y2R2	PTN22_HUMAN	PTPN22 PTPN8	3.1.3.48
Q9NXS2	QPCTL_HUMAN	QPCTL	2.3.2.5
P34096	RNAS4_HUMAN	RNASE4 RNS4	3.1.27.-
P78346	RPP30_HUMAN	RPP30 RNASEP2	3.1.26.5
Q9GZT4	SRR_HUMAN	SRR	5.1.1.18; 4.3.1.18; 4.3.1.17
Q9NP77	SSU72_HUMAN	SSU72 HSPC182 PNAS-120	3.1.3.16
O95932	TGM3L_HUMAN	TGM6 TGM3L	2.3.2.13
Q8NAT1	PMGT2_HUMAN	POMGNT2 AGO61 C3orf39 EOGTL GTDC2	2.4.1.312
P23469	PTPRE_HUMAN	PTPRE	3.1.3.48
Q9HC62	SENP2_HUMAN	SENP2 KIAA1331	3.4.22.-
Q6SZW1	SARM1_HUMAN	SARM1 KIAA0524 SAMD2 SARM	3.2.2.6; 3.2.2.-
Q11201	SIA4A_HUMAN	ST3GAL1 SIAT4 SIAT4A	2.4.99.4
Q53HV7	SMUG1_HUMAN	SMUG1	3.2.2.-
Q5T160	SYRM_HUMAN	RARS2 RARSL	6.1.1.19
Q9Y314	NOSIP_HUMAN	NOSIP CGI-25	2.3.2.27
Q8NHP8	PLBL2_HUMAN	PLBD2	3.1.1.-
Q9NYY3	PLK2_HUMAN	PLK2 SNK	2.7.11.21
O14494	PLPP1_HUMAN	PLPP1 LPP1 PPAP2A	3.1.3.-; 3.1.3.106; 3.1.3.4; 3.1.3.81
P27708	PYR1_HUMAN	CAD	6.3.5.5; 2.1.3.2; 3.5.2.3
Q8IXW5	RPAP2_HUMAN	RPAP2 C1orf82	3.1.3.16
Q86VE3	SATL1_HUMAN	SATL1	2.3.1.-
O43776	SYNC_HUMAN	NARS1 NARS NRS	6.1.1.22
P15531	NDKA_HUMAN	NME1 NDPKA NM23	2.7.4.6
Q9HB07	MYG1_HUMAN	MYG1 C12orf10	3.1.-.-
P03905	NU4M_HUMAN	MT-ND4 MTND4 NADH4 ND4	7.1.1.2
Q9HAB8	PPCS_HUMAN	PPCS COAB	6.3.2.51
Q9Y508	RN114_HUMAN	RNF114 ZNF228 ZNF313	2.3.2.27
Q96Q15	SMG1_HUMAN	SMG1 ATX KIAA0421 LIP	2.7.11.1
O94768	ST17B_HUMAN	STK17B DRAK2	2.7.11.1
Q5TAX3	TUT4_HUMAN	TUT4 KIAA0191 ZCCHC11	2.7.7.52
P55786	PSA_HUMAN	NPEPPS PSA	3.4.11.14
Q92729	PTPRU_HUMAN	PTPRU FMI PCP2 PTPRO	3.1.3.48
Q01974	ROR2_HUMAN	ROR2 NTRKR2	2.7.10.1
Q5VYX0	RNLS_HUMAN	RNLS C10orf59	1.6.3.5
Q8TEC5	SH3R2_HUMAN	SH3RF2 POSH3 POSHER PPP1R39 RNF158	2.3.2.27
A6NHR9	SMHD1_HUMAN	SMCHD1 KIAA0650	3.6.1.-
Q9P2J5	SYLC_HUMAN	LARS1 KIAA1352 LARS	6.1.1.4
P68402	PA1B2_HUMAN	PAFAH1B2 PAFAHB	3.1.1.47
Q01064	PDE1B_HUMAN	PDE1B PDE1B1 PDES1B	3.1.4.17
P27169	PON1_HUMAN	PON1 PON	3.1.1.2; 3.1.1.81; 3.1.8.1
Q16651	PRSS8_HUMAN	PRSS8	3.4.21.-
P28827	PTPRM_HUMAN	PTPRM PTPRL1	3.1.3.48
Q9NW08	RPC2_HUMAN	POLR3B	2.7.7.6
P78345	RPP38_HUMAN	RPP38	3.1.26.5
Q9Y6P5	SESN1_HUMAN	SESN1 PA26 SEST1	1.11.1.-
Q9UQ90	SPG7_HUMAN	SPG7 CAR CMAR PGN	3.4.24.-
P52788	SPSY_HUMAN	SMS	2.5.1.22
P46977	STT3A_HUMAN	STT3A ITM1 TMC	2.4.99.18
Q9UHE8	STEA1_HUMAN	STEAP1 PRSS24 STEAP	1.16.1.-
Q9H6W3	RIOX1_HUMAN	RIOX1 C14orf169 MAPJD NO66	1.14.11.-; 1.14.11.27
P78317	RNF4_HUMAN	RNF4 SNURF RES4-26	2.3.2.27
Q8WTS6	SETD7_HUMAN	SETD7 KIAA1717 KMT7 SET7 SET9	2.1.1.364
Q92186	SIA8B_HUMAN	ST8SIA2 SIAT8B STX	2.4.99.-
P38935	SMBP2_HUMAN	IGHMBP2 SMBP2 SMUBP2	3.6.4.12; 3.6.4.13
Q9NRG4	SMYD2_HUMAN	SMYD2 KMT3C	2.1.1.-; 2.1.1.354
Q9BYN0	SRXN1_HUMAN	SRXN1 C20orf139 SRX SRX1	1.8.98.2
O00329	PK3CD_HUMAN	PIK3CD	2.7.1.153
Q9QC07	POK18_HUMAN	ERVK-18	2.7.7.49; 3.1.26.4
Q9UMZ3	PTPRQ_HUMAN	PTPRQ	3.1.3.-; 3.1.3.48
Q15257	PTPA_HUMAN	PTPA PPP2R4	5.2.1.8
Q8NDV1	SIA7C_HUMAN	ST6GALNAC3 SIAT7C UNQ2787/PRO7177	2.4.99.7
Q9NSC7	SIA7A_HUMAN	ST6GALNAC1 SIAT7A UNQ543/PRO848	2.4.99.3
P57059	SIK1_HUMAN	SIK1 SIK SNF1LK	2.7.11.1
P0C7P3	SLN14_HUMAN	SLFN14	3.1.-.-
Q9H5I1	SUV92_HUMAN	SUV39H2 KMT1B	2.1.1.355
Q96SB4	SRPK1_HUMAN	SRPK1	2.7.11.1
P20933	ASPG_HUMAN	AGA	3.5.1.26
Q14032	BAAT_HUMAN	BAAT	2.3.1.65; 3.1.2.27; 3.1.2.2
O43825	B3GT2_HUMAN	B3GALT2	2.4.1.86
P43155	CACP_HUMAN	CRAT CAT1	2.3.1.137; 2.3.1.7
Q9UNH5	CC14A_HUMAN	CDC14A	3.1.3.16; 3.1.3.48
Q9HC96	CAN10_HUMAN	CAPN10 KIAA1845	3.4.22.-
P28907	CD38_HUMAN	CD38	3.2.2.6; 2.4.99.20
Q7L1S5	CHST9_HUMAN	CHST9 UNQ2549/PRO6175	2.8.2.-
O95628	CNOT4_HUMAN	CNOT4 NOT4	2.3.2.27
A8K7I4	CLCA1_HUMAN	CLCA1 CACC1	3.4.-.-
P04798	CP1A1_HUMAN	CYP1A1	1.14.14.1; 4.2.1.152
Q9H6R3	ACSS3_HUMAN	ACSS3	6.2.1.1; 6.2.1.17
P46597	ASMT_HUMAN	ASMT	2.1.1.4
Q9Y2A9	B3GN3_HUMAN	B3GNT3 B3GALT8 TMEM3 UNQ637/PRO1266	2.4.1.149; 2.4.1.146
Q8TDI0	CHD5_HUMAN	CHD5 KIAA0444	3.6.4.12
Q8IZ52	CHSS2_HUMAN	CHPF CSS2 UNQ651/PRO1281	2.4.1.175; 2.4.1.226
Q9NPF2	CHSTB_HUMAN	CHST11	2.8.2.5
Q13057	COASY_HUMAN	COASY PSEC0106	2.7.7.3; 2.7.1.24
P00414	COX3_HUMAN	MT-CO3 COIII COXIII MTCO3	7.1.1.9
Q08AH3	ACS2A_HUMAN	ACSM2A ACSM2 MACS2	6.2.1.2; 6.2.1.25
Q6P2P2	ANM9_HUMAN	PRMT9 PRMT10	2.1.1.320
Q8NB49	AT11C_HUMAN	ATP11C ATPIG ATPIQ	7.6.2.1
Q93084	AT2A3_HUMAN	ATP2A3	7.2.2.10
Q8TE57	ATS16_HUMAN	ADAMTS16 KIAA2029	3.4.24.-
Q9UIG0	BAZ1B_HUMAN	BAZ1B WBSC10 WBSCR10 WBSCR9 WSTF	2.7.10.2
Q93088	BHMT1_HUMAN	BHMT	2.1.1.5
Q8NEM8	CBPC3_HUMAN	AGBL3 CCP3	3.4.17.-
Q9ULV8	CBLC_HUMAN	CBLC CBL3 RNF57	2.3.2.27
P51878	CASP5_HUMAN	CASP5 ICH3	3.4.22.58
O43529	CHSTA_HUMAN	CHST10	2.8.2.-
P05177	CP1A2_HUMAN	CYP1A2	1.14.14.1; 4.2.1.152
Q5T2L2	AKCL1_HUMAN	AKR1C8P AKR1CL1	1.1.1.-
Q99873	ANM1_HUMAN	PRMT1 HMT2 HRMT1L2 IR1B4	2.1.1.319
Q9BQD7	ANKMT_HUMAN	ANTKMT C16orf24 FAM173A RJD7	2.1.1.-
Q7Z7M8	B3GN8_HUMAN	B3GNT8 B3GALT7 BGALT15	2.4.1.-
Q8NHY0	B4GN2_HUMAN	B4GALNT2 GALGT2	2.4.1.-
Q6UB35	C1TM_HUMAN	MTHFD1L FTHFSDC1	6.3.4.3
P11802	CDK4_HUMAN	CDK4	2.7.11.22
Q86VU5	CMTD1_HUMAN	COMTD1 UNQ766/PRO1558	2.1.1.-
P05093	CP17A_HUMAN	CYP17A1 CYP17 S17AH	1.14.14.19; 1.14.14.32
Q08828	ADCY1_HUMAN	ADCY1	4.6.1.1
O95154	ARK73_HUMAN	AKR7A3 AFAR2	1.-.-.-
P08243	ASNS_HUMAN	ASNS TS11	6.3.5.4
Q99728	BARD1_HUMAN	BARD1	2.3.2.27
Q9UBV7	B4GT7_HUMAN	B4GALT7 XGALT1 UNQ748/PRO1478	2.4.1.-; 2.4.1.133
P17655	CAN2_HUMAN	CAPN2 CANPL2	3.4.22.53
