Entry	Cross-reference (InterPro)
Q15904	IPR008388;
Q15884	IPR007237;IPR030431;
Q15878	IPR002048;IPR031649;IPR005821;IPR014873;IPR005449;IPR002077;IPR027359;
Q15858	IPR005821;IPR000048;IPR001696;IPR010526;IPR024583;IPR028803;IPR027359;
Q15853	IPR011598;IPR036638;
Q15849	IPR029020;IPR004937;
Q15848	IPR001073;IPR008160;IPR008983;
Q15847	IPR034450;
Q15846	IPR000753;IPR016015;IPR016014;
Q15843	IPR038738;IPR019956;IPR029071;IPR019954;IPR000626;
Q15842	IPR014756;IPR041647;IPR016449;IPR003278;IPR013518;IPR040445;
Q15836	IPR001388;IPR016444;
Q15835	IPR000961;IPR000239;IPR032965;IPR037716;IPR011009;IPR000719;IPR017441;IPR016137;IPR036305;IPR008271;
Q15834	IPR019359;
Q15833	IPR027482;IPR001619;IPR036045;
Q15831	IPR011009;IPR039154;IPR000719;IPR017441;IPR008271;
Q15828	IPR000010;IPR018073;
Q15825	IPR006202;IPR036734;IPR006201;IPR036719;IPR006029;IPR018000;IPR002394;
Q15822	IPR006202;IPR036734;IPR006201;IPR036719;IPR006029;IPR018000;IPR002394;
Q15819	IPR000608;IPR016135;
Q15818	IPR013320;IPR030476;IPR001759;
Q15814	IPR017901;IPR016098;IPR006599;IPR027684;IPR031925;IPR038397;IPR012945;
Q15813	IPR036859;IPR000938;IPR032675;IPR029071;IPR000626;
Q15811	IPR000008;IPR035892;IPR035899;IPR000219;IPR011992;IPR018247;IPR002048;IPR000261;IPR001331;IPR011993;IPR001849;IPR036028;IPR001452;
Q15800	IPR006694;
Q15797	IPR013790;IPR003619;IPR013019;IPR017855;IPR001132;IPR008984;IPR036578;
Q15796	IPR013790;IPR003619;IPR013019;IPR017855;IPR001132;IPR008984;IPR036578;
Q15788	IPR011598;IPR010011;IPR036638;IPR028819;IPR009110;IPR014920;IPR037077;IPR017426;IPR000014;IPR035965;IPR013767;IPR014935;
Q15785	IPR013026;IPR011990;IPR001440;IPR019734;
Q15784	IPR011598;IPR036638;IPR032649;IPR022575;IPR016637;
Q15782	IPR028541;IPR011583;IPR029070;IPR001223;IPR017853;
Q15777	IPR024201;IPR004843;IPR029052;
Q15776	IPR001909;IPR036051;IPR003309;IPR038269;IPR036236;IPR013087;
Q15773	IPR019376;
Q15772	IPR003961;IPR036116;IPR007110;IPR036179;IPR013783;IPR013098;IPR003599;IPR003598;IPR011009;IPR000719;IPR017441;IPR015726;IPR008271;
Q15771	IPR027417;IPR041820;IPR005225;IPR001806;
Q15768	IPR008972;IPR031328;IPR019765;IPR001799;
Q15762	IPR007110;IPR036179;IPR013783;IPR003599;IPR003598;IPR013106;
Q15761	IPR000276;IPR017452;IPR000393;IPR000611;
Q15760	IPR000276;IPR017452;
Q15759	IPR011009;IPR003527;IPR008352;IPR000719;IPR017441;
Q15758	IPR001991;IPR018107;IPR036458;
Q15751	IPR001870;IPR013320;IPR000569;IPR035983;IPR009091;IPR000408;IPR003877;IPR035768;IPR015943;IPR001680;IPR019775;IPR017986;IPR036322;
Q15750	IPR015655;IPR036457;IPR001932;
Q15746	IPR003961;IPR036116;IPR007110;IPR036179;IPR013783;IPR013098;IPR003599;IPR003598;IPR011009;IPR015725;IPR000719;IPR017441;IPR008271;
Q15744	IPR004827;IPR016468;
Q15743	IPR000276;IPR017452;IPR005389;
Q15742	IPR006989;IPR039040;IPR006988;IPR038398;IPR013761;
Q15738	IPR002225;IPR036291;
Q15735	IPR036691;IPR005135;IPR000300;IPR041611;
Q15726	IPR020207;
Q15723	IPR000418;IPR022084;IPR036388;IPR036390;
Q15722	IPR000276;IPR017452;IPR003981;IPR003983;
Q15717	IPR006548;IPR034775;IPR002343;IPR034996;IPR012677;IPR035979;IPR000504;
Q15714	IPR000580;
Q15700	IPR016313;IPR019590;IPR035759;IPR008145;IPR008144;IPR020590;IPR027417;IPR001478;IPR019583;IPR036034;IPR036028;IPR001452;
Q156A1	
Q15699	IPR033209;IPR009057;IPR017970;IPR001356;IPR003654;
Q15697	IPR003309;IPR038269;IPR027778;IPR036236;IPR013087;
Q15696	IPR012677;IPR035979;IPR000504;IPR003954;IPR009145;IPR000571;
Q15695	IPR012677;IPR035979;IPR000504;IPR003954;IPR009145;IPR000571;
Q15691	IPR001715;IPR036872;IPR004953;IPR036133;IPR027739;IPR042180;IPR027328;
Q15678	IPR019749;IPR014352;IPR035963;IPR019748;IPR019747;IPR000299;IPR018979;IPR018980;IPR011993;IPR029021;IPR014392;IPR000242;IPR041782;IPR016130;IPR003595;IPR000387;IPR029071;
Q15672	IPR011598;IPR036638;IPR015789;
Q15669	IPR027417;IPR005225;IPR001806;IPR003578;
Q15661	IPR009003;IPR001314;IPR001254;IPR018114;IPR033116;
Q15654	IPR001781;
Q15653	IPR002110;IPR020683;IPR036770;
Q15652	IPR003347;
Q15651	IPR031073;IPR000079;
Q15650	IPR007374;IPR015947;IPR039128;IPR009349;
Q15649	IPR007529;IPR040197;
Q15648	IPR019680;
Q15646	IPR006117;IPR006116;IPR018952;IPR038121;IPR026774;IPR029071;IPR000626;
Q15645	IPR003593;IPR003959;IPR003960;IPR001270;IPR027417;
Q15643	IPR000237;
Q15642	IPR027267;IPR028498;IPR031160;IPR001060;IPR036028;IPR001452;
Q15637	IPR031150;IPR004087;IPR004088;IPR036612;IPR032570;IPR001878;
Q15633	IPR014720;IPR028605;
Q15631	IPR033956;IPR016069;IPR002848;IPR016068;IPR036081;
Q15629	IPR006634;IPR013599;IPR016447;
Q15628	IPR011029;IPR000488;IPR035712;IPR009095;IPR036729;
Q15622	IPR000276;IPR017452;IPR000725;
Q15620	IPR000276;IPR017452;IPR000725;
Q15619	IPR000276;IPR017452;IPR000725;
Q15617	IPR000276;IPR017452;IPR000725;
Q15615	IPR000276;IPR017452;IPR000725;
Q15612	IPR000276;IPR017452;IPR000725;
Q155Q3	IPR001715;IPR036872;IPR001158;IPR038207;IPR015506;IPR029071;
Q15599	IPR015098;IPR017300;IPR031197;IPR001478;IPR041489;IPR036034;
Q15596	IPR011598;IPR010011;IPR032565;IPR036638;IPR028822;IPR009110;IPR014920;IPR037077;IPR017426;IPR000014;IPR035965;IPR013767;IPR014935;
Q15583	IPR009057;IPR001356;IPR008422;
Q15582	IPR011489;IPR036378;IPR000782;IPR032954;IPR016666;
Q15573	IPR016629;IPR039495;
Q15572	IPR038801;IPR015943;IPR036322;
Q15569	IPR011009;IPR000719;IPR017441;IPR001245;IPR015782;IPR008266;
Q15562	IPR000818;IPR038096;IPR016361;IPR041086;
Q15561	IPR000818;IPR038096;IPR027255;IPR016361;IPR041086;
Q15560	IPR035100;IPR003617;IPR035441;IPR003618;IPR036575;IPR017923;IPR006289;IPR001222;
Q15555	IPR001715;IPR036872;IPR004953;IPR036133;IPR042180;IPR027328;IPR027735;
Q15554	IPR009057;IPR017930;IPR001005;IPR013867;IPR036507;IPR017357;IPR030657;IPR031902;
Q15546	IPR004254;IPR005744;
Q15545	IPR037817;IPR006751;
Q15544	IPR009072;IPR006809;
Q15543	IPR009072;IPR003195;
Q15542	IPR020472;IPR006594;IPR037783;IPR007582;IPR037264;IPR015943;IPR001680;IPR019775;IPR017986;IPR036322;
Q15532	IPR007726;
Q15528	IPR009332;IPR038427;
Q15527	
Q15526	IPR002994;
Q15517	IPR026087;
Q15513	
Q15506	IPR003117;IPR000048;IPR012105;
Q15493	IPR011042;IPR008367;IPR013658;IPR005511;IPR039096;
Q15486	IPR036156;IPR013783;
Q15485	IPR008160;IPR036056;IPR014716;IPR014715;IPR002181;IPR020837;
Q15477	IPR011545;IPR014001;IPR001650;IPR027417;IPR025696;IPR016438;IPR012961;IPR040801;
Q15475	IPR009057;IPR017970;IPR001356;IPR031278;IPR031701;
Q15468	IPR026123;
Q15466	IPR035500;IPR000536;IPR001723;
Q15465	IPR001657;IPR001767;IPR009045;IPR000320;IPR003586;IPR003587;IPR036844;IPR006141;
Q15464	IPR000980;IPR036860;IPR035040;IPR035045;
Q15459	IPR022030;IPR035563;IPR000061;IPR035967;IPR029071;IPR000626;
Q15438	IPR011993;IPR001849;IPR023394;IPR000904;IPR035999;
Q15437	IPR029006;IPR007123;IPR036180;IPR037364;IPR006900;IPR036175;IPR006896;IPR012990;IPR037550;IPR036465;IPR006895;IPR036174;
Q15436	IPR029006;IPR007123;IPR036180;IPR037364;IPR006900;IPR036175;IPR006896;IPR012990;IPR037550;IPR036465;IPR006895;IPR036174;
Q15435	IPR001611;IPR003591;IPR032675;IPR003603;
Q15434	IPR012677;IPR035979;IPR000504;
Q15431	IPR008827;
Q15428	IPR000690;IPR003604;IPR031781;IPR036236;
Q15427	IPR012677;IPR035979;IPR000504;IPR034158;IPR034159;
Q15424	IPR012677;IPR035979;IPR000504;IPR034781;IPR003034;IPR036361;
Q15418	IPR000961;IPR011009;IPR017892;IPR000719;IPR017441;IPR016239;IPR041906;IPR008271;
Q15417	IPR001997;IPR000557;IPR001715;IPR036872;IPR003096;
Q15415	IPR012677;IPR035979;IPR012604;IPR000504;
Q15413	IPR016024;IPR001870;IPR013320;IPR011992;IPR002048;IPR014821;IPR005821;IPR036300;IPR016093;IPR013662;IPR000699;IPR013333;IPR003032;IPR009460;IPR035910;IPR035761;IPR035764;IPR035762;IPR003877;
Q15406	IPR035500;IPR000536;IPR001723;IPR001628;IPR013088;
Q15404	IPR001611;IPR025875;IPR003591;IPR032675;
Q15399	IPR000483;IPR001611;IPR003591;IPR032675;IPR000157;IPR027190;IPR035897;
Q15398	IPR005026;
Q15397	IPR011989;IPR016024;IPR012959;IPR033133;IPR040059;IPR001313;
Q15393	IPR004871;IPR015943;IPR036322;
Q15392	IPR040165;IPR016166;IPR036318;IPR016169;IPR006094;
Q15391	IPR000276;IPR017452;IPR005466;
Q15390	IPR007972;
Q15389	IPR028843;IPR036056;IPR014716;IPR014715;IPR002181;IPR020837;
Q15388	IPR002056;IPR022422;IPR023392;
Q15386	IPR000569;IPR035983;IPR000048;
Q15382	IPR027417;IPR037586;IPR005225;IPR001806;IPR020849;
Q15375	IPR027936;IPR034283;IPR001090;IPR003961;IPR036116;IPR008979;IPR009030;IPR013783;IPR011009;IPR000719;IPR017441;IPR001660;IPR013761;IPR001245;IPR011641;IPR008266;IPR020635;IPR016257;IPR001426;
Q15370	IPR039049;IPR029071;IPR000626;
Q15369	IPR039948;IPR001232;IPR011333;IPR016073;
Q15366	IPR004087;IPR004088;IPR036612;
Q15365	IPR004087;IPR004088;IPR036612;
Q15363	IPR009038;IPR036598;IPR015720;
Q15361	IPR017877;IPR001005;
Q15349	IPR000961;IPR011009;IPR017892;IPR000719;IPR017441;IPR016239;IPR041906;IPR008271;
Q15345	IPR026137;IPR032675;
Q15334	IPR000664;IPR013577;IPR015943;IPR001680;IPR019775;IPR036322;
Q15329	IPR015633;IPR037241;IPR028316;IPR032198;IPR003316;IPR036388;IPR036390;
Q15327	IPR002110;IPR020683;IPR036770;
Q15326	IPR001487;IPR036427;IPR000313;IPR019786;IPR035505;IPR011011;IPR002893;IPR001965;IPR019787;IPR013083;
Q15323	IPR018039;IPR039008;IPR042180;IPR002957;
Q15319	IPR001387;IPR009057;IPR017970;IPR001356;IPR010982;IPR013847;IPR032961;IPR000327;
Q15311	IPR039767;IPR008936;IPR000198;
Q15306	IPR019817;IPR001346;IPR019471;IPR017855;IPR008984;IPR036388;IPR036390;
Q15303	IPR006211;IPR006212;IPR032778;IPR009030;IPR011009;IPR000719;IPR017441;IPR000494;IPR036941;IPR001245;IPR008266;IPR020635;IPR016245;
Q15293	IPR011992;IPR018247;IPR002048;
Q15291	IPR037850;IPR015943;IPR001680;IPR017986;
Q15287	IPR012677;IPR035979;IPR034201;IPR000504;
Q15286	IPR027417;IPR041815;IPR005225;IPR001806;
Q15283	IPR000008;IPR035892;IPR011993;IPR001849;IPR039360;IPR037773;IPR023152;IPR001936;IPR008936;IPR001562;
Q15276	IPR003914;IPR029880;IPR018514;IPR015390;
Q15274	IPR013785;IPR004393;IPR027277;IPR036068;IPR037128;IPR002638;IPR022412;
Q15270	IPR009057;IPR017970;IPR001356;IPR020479;
Q15269	IPR020472;IPR027145;IPR011047;IPR007148;IPR015943;IPR001680;IPR019775;IPR017986;
Q15262	IPR013320;IPR003961;IPR036116;IPR007110;IPR036179;IPR013783;IPR013098;IPR003599;IPR000998;IPR029021;IPR000242;IPR016130;IPR003595;IPR000387;
Q15257	IPR004327;IPR037218;
Q15256	IPR029021;IPR000242;IPR016130;IPR003595;IPR008356;IPR016334;IPR000387;
Q15238	IPR007110;IPR036179;IPR013783;IPR003599;IPR003598;IPR013106;
Q15233	IPR012975;IPR012677;IPR034552;IPR034558;IPR035979;IPR000504;
Q15223	IPR013162;IPR007110;IPR036179;IPR013783;IPR003599;IPR003598;IPR013106;IPR041849;IPR041850;IPR033314;
Q15208	IPR000961;IPR011009;IPR017892;IPR000719;IPR017441;IPR008271;
Q15198	IPR007110;IPR036179;IPR013783;IPR003599;IPR003598;
Q15195	IPR003609;IPR016351;
Q15185	IPR007052;IPR008978;
Q15181	IPR008162;IPR036649;
Q15173	IPR011989;IPR016024;IPR002554;
Q15172	IPR011989;IPR016024;IPR002554;
Q15170	IPR010370;IPR021156;
Q15166	IPR011042;IPR002640;IPR008364;
Q15165	IPR011042;IPR002640;IPR008364;
Q15155	IPR013784;IPR008969;
Q15154	IPR031446;IPR024138;
Q15149	IPR001589;IPR001715;IPR036872;IPR041615;IPR041573;IPR035915;IPR030269;IPR001101;IPR005326;IPR001452;IPR018159;IPR036388;
Q15147	IPR000008;IPR035892;IPR011992;IPR001192;IPR016280;IPR009535;IPR037862;IPR017946;IPR015359;IPR000909;IPR001711;
Q15139	IPR020454;IPR011009;IPR002219;IPR011993;IPR001849;IPR000719;IPR017441;IPR015727;IPR008271;
Q15131	IPR011009;IPR000719;IPR017441;IPR008271;
Q15126	IPR027417;IPR005919;
Q15125	IPR007905;IPR033118;
Q15124	IPR005844;IPR016055;IPR005845;IPR005846;IPR036900;IPR016066;IPR005841;
Q15121	IPR011029;IPR001875;IPR029546;
Q15120	IPR036784;IPR018955;IPR039028;IPR003594;IPR036890;IPR005467;
Q15119	IPR036784;IPR018955;IPR039028;IPR003594;IPR036890;IPR005467;
Q15118	IPR036784;IPR018955;IPR039028;IPR003594;IPR036890;IPR005467;
Q15116	IPR007110;IPR036179;IPR013783;IPR003599;IPR013106;
Q15113	IPR000859;IPR001134;IPR018933;IPR035814;IPR028870;IPR035914;IPR008993;
Q15111	IPR000008;IPR035892;IPR011992;IPR011993;IPR001849;IPR001192;IPR017946;IPR015359;IPR042124;IPR000909;IPR001711;
Q15109	IPR013162;IPR007110;IPR036179;IPR013783;IPR003006;IPR003599;IPR003598;IPR013151;
Q15102	IPR013830;IPR036514;
Q15084	IPR005788;IPR036249;IPR017937;IPR013766;
Q15080	IPR000919;IPR035541;IPR000270;IPR034853;IPR001683;IPR036871;IPR034912;IPR036028;IPR001452;
Q15078	IPR004944;IPR036915;
Q15077	IPR000276;IPR017452;IPR001973;
Q15075	IPR013087;IPR000306;IPR017455;IPR011011;IPR013083;
Q15072	IPR036236;IPR013087;
Q15070	IPR028055;IPR001708;
Q15067	IPR034171;IPR029320;IPR006091;IPR012258;IPR002655;IPR036250;IPR037069;IPR009100;
Q15063	IPR011489;IPR036378;IPR000782;IPR016666;
Q15061	IPR007148;IPR015943;IPR001680;IPR017986;IPR036322;
Q15059	IPR001487;IPR036427;IPR018359;IPR027353;IPR038336;
Q15058	IPR000253;IPR027640;IPR032405;IPR019821;IPR001752;IPR036961;IPR027417;IPR008984;
Q15057	IPR027267;IPR002110;IPR020683;IPR036770;IPR037278;IPR001164;IPR038508;IPR011993;IPR001849;
Q15056	IPR034229;IPR012677;IPR035979;IPR000504;
Q15054	IPR019038;IPR041913;
Q15053	IPR039964;
Q15052	IPR035788;IPR001715;IPR036872;IPR035899;IPR000219;IPR032409;IPR011993;IPR001849;IPR036028;IPR001452;IPR003096;
Q15051	IPR016024;IPR000048;IPR028765;IPR027417;
Q15050	IPR007023;
Q15049	IPR033280;
Q15048	IPR001611;IPR032675;IPR026292;
Q15047	IPR016177;IPR040880;IPR025796;IPR001739;IPR003616;IPR007728;IPR001214;IPR002999;IPR041292;IPR041291;
Q15046	IPR004364;IPR006195;IPR002313;IPR034762;IPR018149;IPR012340;IPR004365;
Q15043	IPR003689;
Q15042	IPR026147;
Q15041	IPR033301;
Q15040	IPR040053;IPR006155;
Q15038	IPR022730;
Q15036	IPR011993;IPR001683;IPR036871;IPR000159;IPR028666;IPR037831;IPR040842;IPR037836;
Q15035	IPR006634;IPR013599;IPR016447;
Q15034	IPR000569;IPR035983;IPR009091;IPR000408;
Q15032	IPR001374;IPR036867;IPR024771;
Q15031	IPR001412;IPR002300;IPR002302;IPR013155;IPR014729;IPR009080;IPR009008;
Q15029	IPR041095;IPR035647;IPR000640;IPR004161;IPR031950;IPR027417;IPR020568;IPR014721;IPR005225;IPR000795;IPR009000;IPR005517;IPR035655;
Q15027	IPR027267;IPR002110;IPR020683;IPR036770;IPR037278;IPR001164;IPR038508;IPR011993;IPR001849;
Q15025	IPR033372;
Q15024	IPR001247;IPR015847;IPR036345;IPR027408;IPR020568;
Q15022	IPR019135;
Q15021	IPR011989;IPR016024;IPR026971;IPR032682;IPR007673;IPR024324;
Q15020	IPR003107;IPR008669;IPR012677;IPR035979;IPR000504;IPR034217;IPR034218;IPR011990;
Q15019	IPR030379;IPR027417;IPR016491;IPR008113;
Q15018	IPR023238;IPR023240;IPR037518;
Q15014	IPR008676;IPR038217;IPR026541;IPR038012;
Q15013	IPR009511;
Q15012	IPR004687;IPR018396;
Q15011	IPR039751;IPR029071;IPR000626;
Q15008	IPR000717;IPR035268;IPR019585;IPR011990;IPR036390;
Q15007	IPR033757;IPR029732;
Q15006	IPR039856;IPR013026;IPR011990;IPR019734;
Q15005	IPR009582;
Q15004	IPR040444;IPR031444;
Q15003	IPR022816;
Q14DG7	IPR026307;IPR031436;IPR031437;IPR031435;
Q14D33	IPR026689;IPR026096;IPR027377;
Q14D04	IPR016024;IPR039888;IPR011993;IPR001849;
Q14CZ8	IPR007110;IPR036179;IPR013783;IPR003599;IPR003598;IPR013106;
Q14CZ7	IPR013579;IPR010622;IPR013584;
Q14CZ0	IPR040308;IPR029196;
Q14CX7	IPR019183;IPR013026;IPR011990;
Q14CX5	IPR036259;IPR040035;
Q14CW9	IPR013246;IPR013243;
Q14CS0	IPR036241;IPR012989;IPR029071;IPR001012;
Q14CN4	IPR018039;IPR039008;IPR042180;IPR032444;IPR003054;
Q14CN2	IPR004727;IPR013642;IPR002035;IPR036465;
Q14CM0	IPR019749;IPR014352;IPR035963;IPR019748;IPR000299;IPR041779;IPR001478;IPR036034;IPR011993;IPR029071;IPR001202;
Q14CB8	IPR008936;IPR000198;
Q14C87	IPR026307;IPR031436;IPR031437;IPR031435;
Q14C86	IPR041545;IPR001936;IPR008936;IPR003123;IPR037191;
Q14BN4	IPR000253;IPR030498;IPR008984;
Q149N8	IPR014001;IPR001650;IPR005818;IPR027417;IPR038718;IPR000330;IPR036388;IPR036390;IPR019786;IPR011011;IPR001965;IPR001841;IPR013083;IPR017907;
Q149M9	IPR024977;IPR007111;IPR027417;IPR011047;IPR015943;IPR001680;IPR019775;IPR017986;
Q14999	IPR004939;IPR016024;IPR021097;IPR031223;IPR016158;IPR036317;IPR001373;IPR019559;IPR008979;IPR014722;
Q14997	IPR011989;IPR016024;IPR032430;IPR035309;IPR021843;
Q14995	IPR035500;IPR000536;IPR001723;IPR001628;IPR013088;
Q14994	IPR035500;IPR000536;IPR001723;IPR001728;IPR001628;IPR013088;
Q14993	IPR008160;IPR013320;IPR001791;
Q14990	IPR002068;IPR008978;IPR037552;IPR037389;
Q14982	IPR007110;IPR036179;IPR013783;IPR013098;IPR003599;IPR003598;
Q14980	IPR026650;
Q14978	IPR006594;IPR039191;IPR007718;
Q14974	IPR011989;IPR016024;IPR000225;IPR021133;IPR001494;IPR040122;
Q14973	IPR002657;IPR004710;IPR038770;IPR030208;
Q14966	IPR000690;IPR003604;IPR012677;IPR035979;IPR000504;IPR033096;IPR022755;IPR036236;IPR013087;
Q14964	IPR027417;IPR041818;IPR005225;IPR001806;
Q14957	IPR001828;IPR019594;IPR001508;IPR001320;IPR018884;IPR028082;
Q14956	IPR013783;IPR022409;IPR000601;IPR035986;
Q14954	IPR036179;IPR013783;IPR003599;IPR013151;
Q14953	IPR036179;IPR013783;IPR003599;IPR013151;
Q14952	IPR036179;IPR013783;IPR003599;IPR013151;
Q14943	IPR036179;IPR013783;IPR003599;IPR013151;
Q14940	IPR006153;IPR018422;IPR018410;IPR004709;
Q14938	IPR000647;IPR020604;IPR019739;IPR019548;IPR003619;
Q14934	IPR013783;IPR014756;IPR002909;IPR008366;IPR008967;IPR032397;IPR011539;IPR037059;
Q14929	IPR001909;IPR036051;IPR036236;IPR013087;
Q14919	IPR003958;IPR009072;
Q14916	IPR011701;IPR020846;IPR036259;IPR004745;
Q14914	IPR013149;IPR041694;IPR011032;IPR036291;IPR020843;IPR014190;
Q14896	IPR003961;IPR036116;IPR007110;IPR036179;IPR013783;IPR013098;IPR003599;IPR003598;IPR040849;
Q14894	IPR036291;IPR003462;IPR023401;
Q14872	IPR029796;IPR036236;IPR013087;
Q14865	IPR030408;IPR001606;IPR036431;
Q14863	IPR009057;IPR001356;IPR010982;IPR013847;IPR000327;
Q14849	IPR019498;IPR000799;IPR029867;IPR023393;IPR002913;
Q14847	IPR035630;IPR000900;IPR036028;IPR001452;IPR001781;
Q14839	IPR028725;IPR012957;IPR012958;IPR016197;IPR000953;IPR023780;IPR002464;IPR009462;IPR009463;IPR014001;IPR001650;IPR027417;IPR038718;IPR000330;IPR019786;IPR011011;IPR001965;IPR019787;IPR013083;
Q14833	IPR001828;IPR000337;IPR011500;IPR038550;IPR017978;IPR017979;IPR000162;IPR001786;IPR028082;
Q14832	IPR001828;IPR000337;IPR011500;IPR038550;IPR017978;IPR017979;IPR000162;IPR001234;IPR028082;
Q14831	IPR001828;IPR000337;IPR011500;IPR038550;IPR017978;IPR017979;IPR000162;IPR001883;IPR028082;
Q14814	IPR022102;IPR033896;IPR002100;IPR036879;
Q14807	IPR003583;IPR026986;IPR027640;IPR019821;IPR001752;IPR036961;IPR027417;IPR010994;
Q14802	IPR000272;
Q147X3	IPR016181;IPR000182;
Q147U7	IPR027875;
Q147U1	IPR001909;IPR036051;IPR003656;IPR036236;IPR013087;
Q14790	IPR029030;IPR033139;IPR016129;IPR011029;IPR001875;IPR002398;IPR002138;IPR001309;IPR015917;
Q14789	IPR026202;IPR003106;
Q14781	IPR033773;IPR016197;IPR000953;IPR023780;IPR023779;
Q14774	IPR009057;IPR017970;IPR001356;IPR020479;IPR000047;
Q14773	IPR013768;IPR003987;IPR036179;IPR013783;
Q14767	IPR001881;IPR013032;IPR000742;IPR000152;IPR018097;IPR009030;IPR017878;IPR036773;
Q14766	IPR026823;IPR001881;IPR013032;IPR000742;IPR000152;IPR018097;IPR009030;IPR017878;IPR036773;
Q14765	IPR008967;IPR000980;IPR036860;IPR001217;IPR029839;IPR035856;IPR036535;IPR013800;IPR015988;IPR013801;IPR012345;IPR013799;
Q14764	IPR039059;IPR041139;IPR021870;IPR041134;IPR040989;IPR041136;IPR002499;
Q14761	IPR016553;
Q14749	IPR014369;IPR041698;IPR029063;
Q14746	IPR009316;IPR024603;IPR024602;
Q14739	IPR001171;IPR019023;IPR018083;IPR002999;
Q14738	IPR011989;IPR016024;IPR002554;
Q14728	IPR011701;IPR020846;IPR036259;
Q14722	IPR005983;IPR005399;IPR005400;IPR023210;IPR036812;
Q14721	IPR000210;IPR005821;IPR003968;IPR003973;IPR004350;IPR011333;IPR003131;IPR028325;IPR027359;
Q14714	IPR007237;IPR030429;
Q14703	IPR000209;IPR036852;IPR022398;IPR023828;IPR015500;IPR034185;
Q14699	IPR028169;
Q14697	IPR011013;IPR000322;IPR030458;IPR030459;IPR025887;IPR013780;IPR017853;
Q14696	IPR019330;
Q14695	
Q14694	IPR009818;IPR038765;IPR001394;IPR018200;IPR028889;
Q14693	IPR036412;IPR026058;IPR031703;IPR007651;IPR013209;IPR031315;IPR028794;
Q14692	IPR012948;IPR039761;IPR037875;IPR007034;IPR030387;IPR027417;
Q14691	IPR036224;IPR005339;
Q14690	IPR003107;IPR012340;IPR022967;IPR003029;IPR008847;IPR013026;IPR011990;
Q14689	IPR000873;IPR042099;IPR010506;
Q14687	IPR022207;
Q14686	IPR026638;IPR032715;
Q14684	IPR010301;
Q14683	IPR027417;IPR003395;IPR024704;IPR029683;IPR010935;IPR036277;
Q14681	IPR000210;IPR011333;IPR003131;
Q14680	IPR028375;IPR001772;IPR011009;IPR034673;IPR000719;IPR017441;IPR008271;
Q14679	IPR013815;IPR004344;IPR027748;
Q14678	IPR002110;IPR020683;IPR036770;IPR021939;
Q14677	IPR030544;IPR013809;IPR008942;IPR039416;
Q14676	IPR001357;IPR036420;IPR000253;IPR008984;
Q14674	IPR005314;IPR030397;
Q14671	IPR011989;IPR016024;IPR033133;IPR033712;IPR001313;
Q14669	IPR011989;IPR016024;IPR000569;IPR035983;IPR004170;IPR037197;
Q14667	IPR019443;IPR019441;IPR019439;
Q14657	IPR015419;
Q14656	IPR028066;
Q14654	IPR014756;IPR041647;IPR016449;IPR003279;IPR013518;IPR040445;
Q14653	IPR019817;IPR001346;IPR019471;IPR017855;IPR008984;IPR036388;IPR036390;
Q14651	IPR001589;IPR001715;IPR036872;IPR011992;IPR018247;IPR002048;IPR039959;IPR030235;
Q14644	IPR000008;IPR035892;IPR011993;IPR001849;IPR039360;IPR037774;IPR023152;IPR001936;IPR008936;IPR001562;
Q14643	IPR016024;IPR014821;IPR000493;IPR005821;IPR036300;IPR016093;IPR013662;IPR000699;IPR035910;
Q14642	IPR036691;IPR005135;IPR039737;IPR000300;
Q14641	IPR023258;IPR022421;
Q14627	IPR003961;IPR036116;IPR013783;IPR003532;IPR015321;
Q14626	IPR003961;IPR036116;IPR003530;IPR007110;IPR036179;IPR013783;IPR003599;
Q14624	IPR010600;IPR013694;IPR002035;IPR036465;
Q14623	IPR001657;IPR001767;IPR009045;IPR000320;IPR003586;IPR003587;IPR036844;IPR033385;IPR006141;
Q14602	IPR026052;
Q14596	IPR013783;IPR032350;IPR033513;IPR000270;IPR034852;IPR015940;IPR009060;IPR000433;
Q14593	IPR001909;IPR036051;IPR036236;IPR013087;
Q14592	IPR001909;IPR036051;IPR036236;IPR013087;
Q14590	IPR001909;IPR036051;IPR036236;IPR013087;
Q14588	IPR001909;IPR036051;IPR036236;IPR013087;
Q14587	IPR001909;IPR036051;IPR036236;IPR013087;
Q14586	IPR001909;IPR036051;IPR036236;IPR013087;
Q14585	IPR036236;IPR013087;
Q14584	IPR001909;IPR003656;IPR036236;IPR013087;
Q14582	IPR011598;IPR036638;
Q14576	IPR006548;IPR034775;IPR034915;IPR002343;IPR012677;IPR035979;IPR000504;IPR003954;
Q14574	IPR002126;IPR015919;IPR020894;IPR000233;IPR014868;IPR027397;IPR009122;
Q14573	IPR014821;IPR000493;IPR005821;IPR036300;IPR016093;IPR013662;IPR000699;IPR035910;
Q14571	IPR016024;IPR014821;IPR000493;IPR005821;IPR036300;IPR016093;IPR013662;IPR000699;IPR035910;
Q14568	IPR003594;IPR036890;IPR019805;IPR001404;IPR020575;IPR020568;
Q14566	IPR031327;IPR008049;IPR041024;IPR018525;IPR001208;IPR041562;IPR027925;IPR033762;IPR012340;IPR027417;
Q14565	IPR003593;IPR011940;IPR013632;IPR016467;IPR010995;IPR027417;IPR033925;IPR020588;IPR020587;
