Entry	Cross-reference (InterPro)
Q9ULU4	IPR001487;IPR036427;IPR000313;IPR037967;IPR019786;IPR021931;IPR035505;IPR011011;IPR002893;IPR001965;IPR019787;IPR013083;
P0AG20	IPR002912;IPR012675;IPR003607;IPR004811;IPR007685;IPR004095;IPR012676;IPR033655;
Q13393	IPR011993;IPR001849;IPR001683;IPR025202;IPR001736;IPR016555;IPR015679;IPR036871;
P16298	IPR004843;IPR029052;IPR006186;
Q6R327	IPR016024;IPR028268;IPR028267;IPR029453;IPR029451;IPR029259;IPR029452;
P80366	IPR004843;IPR029052;IPR039331;IPR008963;IPR015914;IPR025733;
P15309	IPR033379;IPR000560;IPR029033;
Q03181	IPR003074;IPR003075;IPR035500;IPR000536;IPR001723;IPR001628;IPR013088;
Q4U3Q4	IPR003074;IPR035500;IPR000536;IPR001723;IPR003077;IPR022590;IPR001628;IPR013088;
O88275	IPR003074;IPR035500;IPR000536;IPR001723;IPR003077;IPR022590;IPR001628;IPR013088;
P19111	IPR017849;IPR001952;IPR018299;IPR017850;
P09923	IPR017849;IPR001952;IPR018299;IPR017850;
P10696	IPR017849;IPR001952;IPR018299;IPR017850;
P24823	IPR017849;IPR001952;IPR018299;IPR017850;
O70196	IPR029058;IPR002471;IPR023302;IPR001375;IPR002470;
P08289	IPR017849;IPR001952;IPR018299;IPR017850;
P27028	IPR029058;IPR002471;IPR023302;IPR001375;IPR002470;
P48147	IPR029058;IPR002471;IPR023302;IPR001375;IPR002470;
P10111	IPR029000;IPR024936;IPR020892;IPR002130;
P45877	IPR029000;IPR024936;IPR020892;IPR002130;
P23284	IPR029000;IPR024936;IPR020892;IPR002130;
P35813	IPR015655;IPR000222;IPR012911;IPR036580;IPR036457;IPR001932;
P49443	IPR015655;IPR000222;IPR012911;IPR036580;IPR036457;IPR001932;
O15355	IPR015655;IPR000222;IPR036457;IPR001932;
Q9Y570	IPR029058;IPR000073;IPR016812;
O24163	IPR002937;IPR036188;IPR004572;
Q9UMR5	IPR029058;IPR002472;IPR030295;
Q4FZZ1	IPR011009;IPR037903;IPR001683;IPR000719;IPR036871;IPR003124;
Q9ET01	IPR011833;IPR000811;IPR035090;
Q29RK2	IPR013785;IPR011761;IPR005481;IPR001882;IPR011764;IPR005482;IPR000089;IPR003379;IPR005479;IPR016185;IPR000891;IPR005930;IPR011054;IPR011053;
Q08257	IPR013149;IPR013154;IPR011032;IPR036291;IPR020843;IPR002364;
Q9NXS2	IPR037457;IPR007484;IPR040234;
P0C6U6	IPR032505;IPR002589;IPR036333;IPR038123;IPR014828;IPR037204;IPR014829;IPR037230;IPR014822;IPR036499;IPR011050;IPR008740;IPR013016;IPR009003;IPR018995;IPR014827;
P15153	IPR027417;IPR005225;IPR001806;IPR003578;
Q15109	IPR013162;IPR007110;IPR036179;IPR013783;IPR003006;IPR003599;IPR003598;IPR013151;
O60895	IPR006985;IPR038126;
P62826	IPR027417;IPR002041;IPR005225;IPR001806;
Q13702	IPR001237;IPR018293;IPR019568;IPR013026;IPR011990;IPR019734;IPR001841;IPR013083;
P10276	IPR035500;IPR000536;IPR001723;IPR003078;IPR001628;IPR013088;
Q99460	IPR016642;IPR011989;IPR016024;IPR002015;IPR035266;
O14684	IPR023352;IPR001129;IPR040162;
Q16647	IPR001128;IPR024204;IPR002403;IPR036396;IPR027286;
P60422	IPR012340;IPR022666;IPR014722;IPR002171;IPR005880;IPR022669;IPR022671;IPR014726;IPR008991;
P40220	IPR012674;IPR031279;IPR000463;IPR031259;IPR000566;
P29373	IPR012674;IPR031281;IPR000463;IPR031259;IPR000566;
P22935	IPR012674;IPR031281;IPR000463;IPR031259;IPR000566;
P63001	IPR027417;IPR005225;IPR001806;IPR003578;
Q8TDU9	IPR000248;IPR000276;IPR017452;
Q13972	IPR035899;IPR000219;IPR001331;IPR000048;IPR011993;IPR001849;IPR008937;IPR000651;IPR019804;IPR023578;IPR001895;IPR036964;IPR030745;
Q9NVS9	IPR000659;IPR019740;IPR011576;IPR019576;IPR012349;
P20264	IPR009057;IPR017970;IPR001356;IPR010982;IPR013847;IPR000327;IPR016362;
P26662	IPR011492;IPR002521;IPR002522;IPR002519;IPR002531;IPR002518;IPR000745;IPR001490;IPR002868;IPR013193;IPR038568;IPR024350;IPR014001;IPR001650;IPR013192;IPR038170;IPR027417;IPR009003;IPR004109;IPR007094;IPR002166;
Q9UNA4	IPR036775;IPR017961;IPR001126;
Q9H237	IPR004299;
Q02161	IPR029020;IPR024041;IPR002229;
P36873	IPR004843;IPR029052;IPR037981;IPR006186;IPR031675;
P08134	IPR027417;IPR005225;IPR001806;IPR003578;
P67777	IPR004843;IPR029052;IPR006186;
P02879	IPR036041;IPR017989;IPR001574;IPR017988;IPR016138;IPR016139;IPR035992;IPR000772;
Q05117	IPR024927;IPR004843;IPR029052;
P11064	IPR023485;IPR036196;IPR002115;IPR017867;
P24666	IPR023485;IPR036196;IPR002115;IPR017867;
Q9D358	IPR023485;IPR036196;IPR002115;IPR017867;
P40347	IPR023485;IPR036196;IPR017867;
Q95N78	IPR003074;IPR035500;IPR000536;IPR001723;IPR003076;IPR001628;IPR013088;
Q07869	IPR003074;IPR035500;IPR000536;IPR001723;IPR003076;IPR001628;IPR013088;
P23204	IPR003074;IPR035500;IPR000536;IPR001723;IPR003076;IPR001628;IPR013088;
P37230	IPR003074;IPR035500;IPR000536;IPR001723;IPR003076;IPR001628;IPR013088;
Q0ZAQ8	IPR003074;IPR003075;IPR035500;IPR000536;IPR001723;IPR001628;IPR013088;
P35396	IPR003074;IPR003075;IPR035500;IPR000536;IPR001723;IPR001628;IPR013088;
P37231	IPR003074;IPR035500;IPR000536;IPR001723;IPR003077;IPR022590;IPR001628;IPR013088;
P37238	IPR003074;IPR035500;IPR000536;IPR001723;IPR003077;IPR022590;IPR001628;IPR013088;
P09487	IPR017849;IPR001952;IPR018299;IPR017850;
P05186	IPR017849;IPR001952;IPR018299;IPR017850;
Q4J6C6	IPR029058;IPR023302;IPR001375;IPR002470;
Q9QUR6	IPR029058;IPR002471;IPR023302;IPR001375;IPR002470;
P23687	IPR029058;IPR002471;IPR023302;IPR001375;IPR002470;
P10619	IPR029058;IPR001563;IPR033124;IPR018202;
P62937	IPR029000;IPR024936;IPR020892;IPR002130;
Q08752	IPR029000;IPR024936;IPR020892;IPR002130;IPR013026;IPR011990;IPR019734;
P62820	IPR027417;IPR005225;IPR001806;
P29762	IPR012674;IPR031279;IPR000463;IPR031259;IPR000566;
O14966	IPR027417;IPR030697;IPR005225;IPR001806;
Q9NSD7	IPR000276;IPR017452;
P63000	IPR027417;IPR005225;IPR001806;IPR003578;
P01116	IPR027417;IPR005225;IPR001806;IPR020849;
Q15291	IPR037850;IPR015943;IPR001680;IPR017986;
Q16576	IPR020472;IPR022052;IPR015943;IPR001680;IPR019775;IPR017986;IPR036322;
P97584	IPR013149;IPR011032;IPR036291;IPR020843;IPR014190;
P11216	IPR011833;IPR000811;IPR035090;
P51151	IPR027417;IPR005225;IPR001806;
P51673	IPR012674;IPR031281;IPR000463;IPR031259;IPR000566;
O60671	IPR003011;IPR003021;
Q06609	IPR003593;IPR011941;IPR013632;IPR016467;IPR010995;IPR027417;IPR033925;IPR020588;IPR020587;
Q08297	IPR003593;IPR011941;IPR013632;IPR016467;IPR010995;IPR027417;IPR033925;IPR020588;IPR020587;
P43351	IPR004585;IPR007232;
P04049	IPR020454;IPR011009;IPR002219;IPR000719;IPR017441;IPR003116;IPR001245;IPR008271;IPR029071;
Q99N57	IPR020454;IPR011009;IPR002219;IPR000719;IPR017441;IPR003116;IPR001245;IPR008271;IPR029071;
Q63495	IPR013162;IPR007110;IPR036179;IPR013783;IPR003006;IPR003599;IPR003598;
P01112	IPR027417;IPR005225;IPR001806;IPR020849;
Q09028	IPR020472;IPR022052;IPR015943;IPR001680;IPR019775;IPR017986;IPR036322;
O75884	IPR029058;IPR010662;
O88851	IPR029058;IPR010662;
Q9UDW1	IPR008027;IPR036656;
Q16769	IPR037457;IPR007484;IPR040234;
Q96P65	IPR000276;IPR017452;IPR000611;
P83858	IPR000276;IPR017452;IPR000611;
P27708	IPR006680;IPR006132;IPR006130;IPR036901;IPR002082;IPR006131;IPR011761;IPR013815;IPR006275;IPR005480;IPR036897;IPR006274;IPR002474;IPR036480;IPR005479;IPR005483;IPR029062;IPR035686;IPR002195;IPR017926;IPR011059;IPR032466;IPR011607;IPR036914;IPR016185;
P11234	IPR027417;IPR028412;IPR005225;IPR001806;IPR020849;
O60894	IPR006985;IPR038126;
O60896	IPR006985;IPR038126;
P11416	IPR035500;IPR000536;IPR001723;IPR003078;IPR001628;IPR013088;
P10826	IPR035500;IPR000536;IPR001723;IPR003078;IPR001628;IPR013088;
P22605	IPR035500;IPR000536;IPR001723;IPR003078;IPR001628;IPR013088;
P13631	IPR035500;IPR000536;IPR001723;IPR003078;IPR001628;IPR013088;
P18911	IPR035500;IPR000536;IPR001723;IPR003078;IPR001628;IPR013088;
P01111	IPR027417;IPR005225;IPR001806;IPR020849;
P0A7G6	IPR003593;IPR013765;IPR020584;IPR027417;IPR020588;IPR023400;IPR020587;
O02853	IPR012674;IPR002345;IPR000566;IPR002972;
P41222	IPR012674;IPR002345;IPR022272;IPR000566;IPR002972;
P47199	IPR013149;IPR013154;IPR011032;IPR036291;IPR020843;IPR002364;
Q8WZA1	IPR004139;IPR039477;IPR029044;IPR039474;
P10938	IPR025820;IPR000940;IPR029063;
Q99640	IPR011009;IPR000719;IPR017441;IPR008271;IPR016235;
P50389	IPR018016;IPR000845;IPR035994;
P49795	IPR016137;IPR036305;
P14859	IPR009057;IPR017970;IPR001356;IPR010982;IPR013847;IPR000327;IPR000972;
Q96662	IPR021824;IPR011492;IPR014001;IPR001650;IPR022120;IPR030399;IPR027417;IPR008751;IPR032521;IPR000280;IPR007094;IPR002166;IPR036430;IPR033130;
Q81258	IPR011492;IPR002521;IPR002522;IPR002519;IPR002531;IPR002518;IPR000745;IPR001490;IPR002868;IPR013193;IPR038568;IPR024350;IPR014001;IPR001650;IPR013192;IPR038170;IPR027417;IPR009003;IPR004109;IPR007094;IPR002166;
P29990	IPR011492;IPR000069;IPR038302;IPR013755;IPR001122;IPR037172;IPR027287;IPR026470;IPR038345;IPR001157;IPR000752;IPR000487;IPR000404;IPR001528;IPR002535;IPR038688;IPR000336;IPR001850;IPR014412;IPR011998;IPR036253;IPR038055;IPR013756;IPR014001;IPR001650;IPR014756;IPR026490;IPR027417;IPR009003;IPR000208;IPR007094;IPR002877;IPR029063;
P03300	IPR000605;IPR014759;IPR027417;IPR014838;IPR036203;IPR000081;IPR000199;IPR009003;IPR003138;IPR002527;IPR001676;IPR033703;IPR001205;IPR007094;IPR029053;
P12823	IPR011492;IPR000069;IPR038302;IPR013755;IPR001122;IPR037172;IPR027287;IPR026470;IPR038345;IPR001157;IPR000752;IPR000487;IPR000404;IPR001528;IPR002535;IPR038688;IPR000336;IPR001850;IPR014412;IPR011998;IPR036253;IPR038055;IPR013756;IPR014001;IPR001650;IPR014756;IPR026490;IPR027417;IPR009003;IPR000208;IPR007094;IPR002877;IPR029063;
Q9WMX2	IPR011492;IPR002521;IPR002522;IPR002519;IPR002531;IPR002518;IPR000745;IPR001490;IPR002868;IPR013193;IPR038568;IPR024350;IPR014001;IPR001650;IPR013192;IPR038170;IPR027417;IPR009003;IPR004109;IPR007094;IPR002166;
Q9Y253	IPR036775;IPR017961;IPR001126;
P03359	IPR001969;IPR000840;IPR036946;IPR003036;IPR001584;IPR001995;IPR021109;IPR018061;IPR008919;IPR010999;IPR012337;IPR002156;IPR036397;IPR034145;IPR000477;IPR001878;IPR036875;IPR015416;
Q15382	IPR027417;IPR037586;IPR005225;IPR001806;IPR020849;
P62136	IPR004843;IPR029052;IPR037979;IPR006186;IPR031675;
P62139	IPR004843;IPR029052;IPR037979;IPR006186;IPR031675;
P54292	IPR016032;IPR005143;IPR036693;IPR000792;IPR036388;
P61586	IPR027417;IPR005225;IPR001806;IPR003578;
P62745	IPR027417;IPR005225;IPR001806;IPR003578;
P67774	IPR004843;IPR029052;IPR006186;
P67775	IPR004843;IPR029052;IPR006186;
Q08209	IPR004843;IPR029052;IPR006186;
P40935	IPR025820;IPR000940;IPR029063;
P20265	IPR009057;IPR017970;IPR001356;IPR010982;IPR013847;IPR000327;IPR016362;
P09086	IPR009057;IPR017970;IPR001356;IPR010982;IPR013847;IPR000327;IPR000972;
Q01860	IPR009057;IPR017970;IPR001356;IPR010982;IPR013847;IPR000327;IPR015585;
Q82122	IPR000605;IPR014759;IPR027417;IPR014838;IPR036203;IPR000081;IPR000199;IPR009003;IPR003138;IPR036988;IPR002527;IPR001676;IPR033703;IPR001205;IPR007094;IPR029053;
P06935	IPR011492;IPR000069;IPR038302;IPR001122;IPR037172;IPR027287;IPR026470;IPR038345;IPR001157;IPR000752;IPR000487;IPR000404;IPR001528;IPR002535;IPR038688;IPR000336;IPR001850;IPR014412;IPR011998;IPR036253;IPR038055;IPR014001;IPR001650;IPR014756;IPR026490;IPR027417;IPR009003;IPR000208;IPR007094;IPR002877;IPR029063;
P03366	IPR001969;IPR000721;IPR017856;IPR036862;IPR001037;IPR001584;IPR003308;IPR000071;IPR012344;IPR001995;IPR021109;IPR034170;IPR018061;IPR008916;IPR008919;IPR010999;IPR012337;IPR002156;IPR036397;IPR000477;IPR010659;IPR010661;IPR001878;IPR036875;
P27169	IPR011042;IPR002640;IPR008363;
Q8BHC7	IPR022764;IPR035952;
Q9NUX5	IPR012340;IPR028389;IPR032042;IPR011564;
P07003	IPR029035;IPR029061;IPR012000;IPR012001;IPR000399;IPR011766;
Q51559	IPR029058;IPR000073;
P05187	IPR017849;IPR001952;IPR018299;IPR017850;
P24822	IPR017849;IPR001952;IPR018299;IPR017850;
Q00024	IPR016216;IPR002227;IPR008922;
P53041	IPR004843;IPR029052;IPR013235;IPR006186;IPR011236;IPR013026;IPR011990;IPR001440;IPR019734;
P55826	IPR002937;IPR036188;IPR004572;
Q9AR38	IPR002937;IPR036188;IPR004572;
P32397	IPR002937;IPR036188;IPR004572;
O35448	IPR029058;IPR002472;IPR030295;
Q9UBK2	IPR012677;IPR034605;IPR034625;IPR034833;IPR035979;IPR000504;
P09811	IPR011833;IPR000811;IPR035090;
B2RQC6	IPR006680;IPR006132;IPR006130;IPR036901;IPR002082;IPR006131;IPR011761;IPR013815;IPR006275;IPR005480;IPR036897;IPR006274;IPR002474;IPR036480;IPR005479;IPR005483;IPR029062;IPR035686;IPR002195;IPR017926;IPR011059;IPR032466;IPR011607;IPR036914;IPR016185;
Q08210	IPR013785;IPR005720;IPR005719;IPR001295;
O26232	IPR013785;IPR014732;IPR018089;IPR001754;IPR011060;
P03962	IPR013785;IPR014732;IPR018089;IPR001754;IPR011060;
P23492	IPR000845;IPR035994;IPR011270;IPR011268;IPR018099;
Q91XF0	IPR000659;IPR019740;IPR011576;IPR019576;IPR012349;
P03313	IPR003593;IPR000605;IPR014759;IPR027417;IPR014838;IPR036203;IPR000081;IPR000199;IPR009003;IPR003138;IPR036988;IPR002527;IPR001676;IPR033703;IPR001205;IPR007094;IPR029053;
P26663	IPR011492;IPR002521;IPR002522;IPR002519;IPR002531;IPR002518;IPR000745;IPR001490;IPR002868;IPR013193;IPR038568;IPR024350;IPR014001;IPR001650;IPR013192;IPR038170;IPR027417;IPR009003;IPR004109;IPR007094;IPR002166;
P09242	IPR017849;IPR001952;IPR018299;IPR017850;
P00634	IPR017849;IPR001952;IPR018299;IPR017850;
Q9XTA2	IPR029058;IPR002471;IPR023302;IPR001375;IPR002470;
P16675	IPR029058;IPR001563;IPR033124;IPR018202;
P30405	IPR029000;IPR024936;IPR020892;IPR002130;
Q8BVQ5	IPR029058;IPR000073;IPR000639;IPR016812;
O42713	IPR016216;IPR002227;IPR008922;
P00489	IPR011833;IPR000811;IPR035090;
Q02127	IPR013785;IPR005720;IPR005719;IPR001295;
O35435	IPR013785;IPR005720;IPR005719;IPR001295;
P14927	IPR003197;IPR036544;
Q81WF0	IPR006680;IPR004722;IPR002195;IPR011059;IPR032466;
P40967	IPR013783;IPR022409;IPR000601;IPR035986;
Q01453	IPR003936;IPR004031;IPR004032;
O15492	IPR016137;IPR036305;IPR024066;
Q69422	IPR011492;IPR002521;IPR002519;IPR002518;IPR000745;IPR001490;IPR002868;IPR013193;IPR014001;IPR001650;IPR013192;IPR038170;IPR027417;IPR009003;IPR004109;IPR007094;IPR002166;
P26664	IPR011492;IPR002521;IPR002522;IPR002519;IPR002531;IPR002518;IPR000745;IPR001490;IPR002868;IPR013193;IPR038568;IPR024350;IPR014001;IPR001650;IPR013192;IPR038170;IPR027417;IPR009003;IPR004109;IPR007094;IPR002166;
Q6R3M4	IPR036775;IPR017961;IPR024728;IPR001126;
Q9UBT6	IPR036775;IPR017961;IPR022880;IPR024728;IPR001126;IPR006642;
P24740	IPR001969;IPR000721;IPR017856;IPR036862;IPR001037;IPR001584;IPR003308;IPR000071;IPR012344;IPR001995;IPR021109;IPR034170;IPR018061;IPR008916;IPR008919;IPR010999;IPR012337;IPR002156;IPR036397;IPR000477;IPR010659;IPR010661;IPR001878;IPR036875;
P03367	IPR001969;IPR000721;IPR017856;IPR036862;IPR001037;IPR001584;IPR003308;IPR000071;IPR012344;IPR001995;IPR021109;IPR034170;IPR018061;IPR008916;IPR008919;IPR010999;IPR012337;IPR002156;IPR036397;IPR000477;IPR010659;IPR010661;IPR001878;IPR036875;
P03354	IPR001969;IPR004028;IPR000721;IPR017856;IPR036862;IPR001037;IPR001584;IPR003308;IPR012344;IPR001995;IPR021109;IPR034170;IPR018061;IPR008916;IPR008919;IPR010999;IPR012337;IPR002156;IPR036397;IPR000477;IPR010661;IPR001878;IPR036875;
Q9H8P0	IPR001104;IPR039698;
Q94IG7	IPR002937;IPR036188;IPR004572;
O24164	IPR002937;IPR036188;IPR004572;
P50336	IPR002937;IPR036188;IPR004572;
P50897	IPR029058;IPR002472;IPR030294;
P03772	IPR004843;IPR029052;IPR006186;
Q06830	IPR000866;IPR024706;IPR019479;IPR036249;IPR013766;
P49683	IPR000276;IPR017452;IPR001402;
P10236	IPR033685;
Q13523	IPR011009;IPR000719;IPR008271;
P22141	IPR029055;IPR035206;IPR016050;IPR001353;IPR023333;
P55036	IPR027040;IPR003903;IPR002035;IPR036465;
O43242	IPR013586;IPR000717;IPR035267;IPR036390;
P49810	IPR001493;IPR001108;IPR006639;
Q9BT73	IPR018788;
P12272	IPR003626;IPR001415;
O09114	IPR012674;IPR002345;IPR022272;IPR000566;IPR002972;
Q13882	IPR011009;IPR000719;IPR017441;IPR035846;IPR001245;IPR000980;IPR036860;IPR036028;IPR001452;IPR008266;IPR020635;
P31939	IPR024051;IPR024050;IPR016193;IPR011607;IPR036914;IPR002695;
P49768	IPR002031;IPR001108;IPR006639;
P28063	IPR029055;IPR000243;IPR035705;IPR016050;IPR001353;IPR023333;
O75475	IPR035496;IPR036218;IPR021567;IPR000313;IPR035441;
Q15008	IPR000717;IPR035268;IPR019585;IPR011990;IPR036390;
O95456	IPR016565;
P41593	IPR017981;IPR036445;IPR001879;IPR002170;IPR000832;IPR017983;
Q9BRX8	IPR032802;IPR032801;
P11217	IPR011833;IPR000811;IPR035090;
Q63707	IPR013785;IPR005720;IPR005719;IPR001295;
Q99835	IPR015526;IPR000539;IPR020067;IPR036790;IPR017981;IPR026544;IPR035683;
Q9NYA1	IPR017438;IPR001206;IPR016064;
Q8CI15	IPR017438;IPR001206;IPR016064;
Q91V26	IPR017438;IPR001206;IPR016064;
Q9NRA0	IPR017438;IPR001206;IPR016064;
P16732	IPR003498;IPR038435;IPR003499;IPR033663;IPR027417;
P52788	IPR030374;IPR030373;IPR029063;IPR035246;IPR037163;IPR015576;
P12931	IPR011009;IPR000719;IPR017441;IPR001245;IPR000980;IPR036860;IPR036028;IPR001452;IPR008266;IPR020635;
Q9UPE1	IPR011009;IPR000719;IPR017441;IPR008271;
Q9GZT4	IPR001926;IPR000634;IPR036052;
Q9QZX7	IPR001926;IPR000634;IPR036052;
Q76I76	IPR014876;IPR000340;IPR024950;IPR029021;IPR016130;IPR000387;IPR020422;
P0C1U8	IPR009003;IPR008256;IPR008353;IPR028301;IPR000126;
P30873	IPR000276;IPR017452;IPR000586;IPR001116;
P30874	IPR000276;IPR017452;IPR000586;IPR002074;
P32745	IPR000276;IPR017452;IPR000586;IPR001856;
P30936	IPR000276;IPR017452;IPR000586;IPR001856;
P31391	IPR000276;IPR017452;IPR000586;IPR001512;
P49660	IPR000276;IPR017452;IPR000586;IPR001512;
P30938	IPR000276;IPR017452;IPR000586;IPR001184;
Q9EP96	IPR002350;IPR036058;IPR020846;IPR036259;IPR004156;
P35270	IPR036291;IPR002347;IPR006393;
P78362	IPR011009;IPR000719;IPR017441;IPR008271;
P39073	IPR011009;IPR000719;IPR008271;
P56677	IPR000859;IPR036055;IPR023415;IPR002172;IPR009003;IPR017051;IPR000082;IPR036364;IPR035914;IPR001254;IPR018114;IPR033116;
O75897	IPR027417;IPR000863;
P19217	IPR027417;IPR000863;
P42229	IPR008967;IPR000980;IPR036860;IPR001217;IPR035858;IPR036535;IPR013800;IPR015988;IPR013801;IPR012345;IPR013799;
Q8WU08	IPR011009;IPR000719;IPR017441;IPR008271;
Q9NY57	IPR011009;IPR000719;IPR017441;IPR008271;
P51557	IPR029866;IPR000799;IPR023393;IPR002913;
Q9NQZ5	IPR023393;IPR002913;
P42227	IPR008967;IPR000980;IPR036860;IPR001217;IPR035855;IPR036535;IPR013800;IPR015988;IPR013801;IPR012345;IPR013799;
Q9WTK7	IPR011009;IPR039154;IPR000719;IPR017441;IPR008271;
O75716	IPR011009;IPR000719;IPR008271;
Q13043	IPR011009;IPR024205;IPR000719;IPR017441;IPR011524;
Q9Y6E0	IPR011009;IPR000719;IPR017441;
P60880	IPR000928;IPR039077;IPR000727;
Q64666	IPR016181;IPR000182;
Q7KZF4	IPR016685;IPR035437;IPR016071;IPR002071;IPR002999;
Q9NYB5	IPR002350;IPR036058;IPR020846;IPR036259;IPR004156;IPR030764;
Q9ERB5	IPR002350;IPR036058;IPR020846;IPR036259;IPR004156;IPR030764;
Q99523	IPR031777;IPR031778;IPR006581;IPR015943;
Q9UIG8	IPR002350;IPR036058;IPR020846;IPR036259;IPR004156;
Q6ZQN7	IPR002350;IPR036058;IPR020846;IPR036259;IPR004156;
Q07889	IPR035899;IPR000219;IPR009072;IPR007125;IPR011993;IPR001849;IPR008937;IPR000651;IPR019804;IPR023578;IPR001895;IPR036964;
Q9H3Y6	IPR011009;IPR000719;IPR017441;IPR001245;IPR000980;IPR036860;IPR036028;IPR001452;IPR008266;IPR020635;
Q9Y5Y6	IPR000859;IPR036055;IPR023415;IPR002172;IPR009003;IPR017051;IPR000082;IPR036364;IPR035914;IPR001254;IPR018114;IPR033116;
O00338	IPR027417;IPR000863;
P49889	IPR027417;IPR000863;
Q06520	IPR027417;IPR000863;
Q86UX6	IPR011009;IPR000719;IPR017441;IPR008271;
P51692	IPR008967;IPR000980;IPR036860;IPR001217;IPR035858;IPR035886;IPR036535;IPR013800;IPR015988;IPR013801;IPR012345;IPR013799;
Q9BR01	IPR027417;IPR000863;
P42225	IPR008967;IPR000980;IPR036860;IPR001217;IPR038295;IPR035859;IPR022752;IPR036535;IPR013800;IPR015988;IPR013801;IPR012345;IPR013799;
P52633	IPR008967;IPR000980;IPR036860;IPR001217;IPR028187;IPR035857;IPR036535;IPR013800;IPR015988;IPR013801;IPR012345;IPR013799;
P32584	IPR007269;IPR025770;
Q13285	IPR035500;IPR016355;IPR000536;IPR001723;IPR001628;IPR013088;
O00506	IPR011009;IPR000719;IPR017441;IPR035060;
Q8TDR2	IPR011009;IPR000719;IPR017441;IPR008271;
Q9NRP7	IPR011989;IPR016024;IPR011009;IPR000719;IPR017441;IPR008271;
P18417	IPR011042;IPR018119;IPR004141;
Q7BQ98	IPR008992;IPR003189;
Q13507	IPR002110;IPR020683;IPR036770;IPR005821;IPR013555;IPR005459;IPR002153;
Q9QUQ5	IPR002110;IPR020683;IPR036770;IPR005821;IPR013555;IPR005460;IPR002153;
Q61143	IPR002110;IPR020683;IPR036770;IPR005821;IPR013555;IPR005462;IPR002153;
Q02563	IPR001646;IPR011701;IPR020846;IPR005828;IPR036259;IPR005829;IPR022308;
P46720	IPR002350;IPR036058;IPR020846;IPR036259;IPR004156;
Q13342	IPR001487;IPR036427;IPR004865;IPR010919;IPR000770;IPR030411;IPR019786;IPR011011;IPR001965;IPR019787;
Q9NP77	IPR006811;
P49888	IPR027417;IPR000863;
P49891	IPR027417;IPR000863;
P50225	IPR027417;IPR000863;
P0DMM9	IPR027417;IPR000863;
O00204	IPR027417;IPR000863;
P42230	IPR008967;IPR000980;IPR036860;IPR001217;IPR035858;IPR036535;IPR013800;IPR015988;IPR013801;IPR012345;IPR013799;
Q9Y2H1	IPR000961;IPR011009;IPR017892;IPR000719;IPR017441;IPR008271;
Q6RI86	IPR002110;IPR020683;IPR036770;IPR005821;IPR030288;
P42224	IPR008967;IPR000980;IPR036860;IPR001217;IPR038295;IPR035859;IPR022752;IPR036535;IPR013800;IPR015988;IPR013801;IPR012345;IPR013799;
P33242	IPR035500;IPR016355;IPR000536;IPR001723;IPR001628;IPR013088;
Q9JI10	IPR011009;IPR024205;IPR000719;IPR017441;IPR011524;
P14410	IPR031727;IPR011013;IPR000322;IPR030458;IPR030459;IPR013780;IPR017853;IPR017957;IPR000519;
P0AFZ5	IPR004596;IPR027417;
O94759	IPR005821;IPR015797;IPR000086;IPR029594;
Q9H7B4	IPR025805;IPR001214;IPR011990;IPR002893;
P46721	IPR002350;IPR036058;IPR020846;IPR036259;IPR004156;
Q9EPT5	IPR002350;IPR036058;IPR020846;IPR036259;IPR004156;
O94956	IPR002350;IPR020846;IPR036259;IPR004156;
Q9JHI3	IPR002350;IPR020846;IPR036259;IPR004156;
P35610	IPR004299;IPR014371;IPR030687;
Q61263	IPR004299;IPR014371;IPR030687;
O75908	IPR004299;IPR014371;IPR030687;
Q9P0Z9	IPR006076;IPR036188;IPR006281;
O43280	IPR008928;IPR012341;IPR001661;IPR018232;
P0C0J0	IPR038765;IPR000200;IPR025896;
O88838	IPR001870;IPR013320;IPR001496;IPR036036;IPR003877;IPR037340;
O15270	IPR001917;IPR004839;IPR015424;IPR015422;IPR015421;
Q12772	IPR011598;IPR024097;IPR036638;
P00523	IPR011009;IPR000719;IPR017441;IPR001245;IPR000980;IPR036860;IPR036028;IPR001452;IPR008266;IPR020635;
P05480	IPR011009;IPR000719;IPR017441;IPR001245;IPR000980;IPR036860;IPR036028;IPR001452;IPR008266;IPR020635;
Q9WUD9	IPR011009;IPR000719;IPR017441;IPR001245;IPR000980;IPR036860;IPR036028;IPR001452;IPR008266;IPR020635;
P84022	IPR013790;IPR003619;IPR013019;IPR017855;IPR001132;IPR008984;IPR036578;
P00441	IPR036423;IPR024134;IPR018152;IPR001424;
Q12931	IPR003594;IPR036890;IPR037196;IPR001404;IPR020575;IPR020568;
Q9NP99	IPR036179;IPR013783;IPR003599;IPR013106;IPR039141;
P24627	IPR030684;IPR016357;IPR001156;IPR018195;
P34981	IPR000276;IPR017452;IPR002120;
P03979	IPR007110;IPR036179;IPR013783;IPR013106;
Q9UKU6	IPR024571;IPR034016;IPR001930;IPR014782;IPR015570;
Q9UPN9	IPR003649;IPR001487;IPR036427;IPR019786;IPR027370;IPR000315;IPR011011;IPR001965;IPR019787;IPR001841;IPR013083;IPR017907;
P19623	IPR030374;IPR030373;IPR029063;IPR001045;IPR030668;IPR035246;IPR037163;
Q9JIA7	IPR017438;IPR001206;IPR016064;
Q53781	IPR009003;IPR008256;IPR008353;IPR001254;IPR028301;
