Entry	Length
A0A075B6P5	120
A2NJV5	120
P06310	120
A0A087WW87	121
P04433	115
P06312	121
P01593	117
P01614	121
Q14165	292
P58340	268
Q15773	248
Q9BQD3	176
P40692	756
Q9UHC1	1453
Q5VWP3	458
Q96A32	169
P10916	166
Q6P1M3	1020
Q8NBH2	561
Q9UNZ5	99
P32004	1257
P18627	525
Q96T76	1030
Q6ISS4	152
Q6ZRQ5	1243
P00709	142
Q02252	535
P24043	3122
Q16363	1823
Q13751	1172
P42167	454
Q9NS86	450
Q71RC2	724
Q9BRS8	491
Q4G0J3	582
O95461	756
Q569H4	304
Q9NRM7	1088
Q9GIP4	190
Q8MH63	180
Q01650	507
Q9UHI5	535
Q9BQE6	289
A0A0U1RRK4	108
Q96L11	122
Q5TA79	106
P05107	769
P53990	364
P08648	1049
P26012	769
O14713	200
P53708	1063
Q86VZ6	243
Q9P266	1359
Q9P055	319
Q9UQF2	711
Q9HDC5	661
P52333	1124
O76095	146
Q96L42	1107
Q9Y597	815
Q7L273	389
P56696	695
Q9H478	68
Q96EK9	354
Q86UP2	1357
Q8NBR6	621
Q9H8M7	445
Q4G0A6	757
Q8TD10	442
Q8TDR0	691
P30301	263
A0A0C4DH67	115
P0DP09	117
P04430	117
P01599	117
A0A075B6S5	117
A0A0C4DH68	120
P01624	115
P01619	116
P06315	115
Q15049	377
A0A0C4DH55	119
A0A087WSZ0	117
A0A0A0MRZ8	115
P01611	117
A0A0B4J2D9	117
A0A087WSY6	115
P01601	117
A0A075B6S4	117
A0A0C4DH25	116
A0A0A0MT36	114
A0A0A0MRZ7	120
P01615	120
A0A075B6S2	120
A0A075B6S6	120
P04432	117
A0A0B4J1Z2	117
Q9BXW4	147
A6NMS7	1700
A6NM11	1700
O60309	1634
Q6ZP29	291
Q9HAP2	919
Q8IVH4	418
Q9H3L0	296
Q53H82	288
P09238	476
Q8IV20	430
Q9ULZ9	603
Q99542	508
P03956	469
Q8N119	569
Q9Y5R2	645
Q9NPA2	562
Q9NRE1	261
Q9H239	520
P08253	660
P08254	477
P09237	267
P22894	467
P14780	707
O00515	517
A0A0U1RRL7	71
Q13201	1228
Q9H8L6	949
P25391	3075
Q16787	3333
P07942	1786
P11279	417
Q9UJQ1	280
P42166	694
O43813	399
Q6PKG0	1096
Q659C4	914
Q92615	738
Q8N370	569
Q8IYD9	372
Q86YQ2	179
Q53QV2	105
Q5T7P2	110
Q14739	615
P52954	281
Q5VSP4	162
Q71F78	164
P31025	176
Q6ZST4	164
Q5T5B0	92
Q5TA78	99
Q5TCM9	118
Q969E1	77
Q9Y6J6	123
Q96T55	309
P48050	445
Q9UJ90	142
Q5JUK3	1230
Q8NC69	237
O95069	426
O14649	394
Q03721	635
P12277	381
O94953	1096
Q6B0I6	523
Q4VXA5	237
Q99706	377
Q14954	304
Q9NQT8	1826
O95235	890
O75037	1637
Q2KJY2	2108
P43628	341
Q96FN5	646
A9UHW6	222
Q14807	665
Q9UIL4	384
Q86VH2	1401
Q6ZMV9	814
Q2M1P5	1343
Q9HAQ2	790
Q99661	725
Q6UWL6	708
Q15726	138
Q969F8	398
P04183	234
Q5H943	113
Q2M2Z5	673
A0A0A0MT89	12
Q07866	573
Q6P597	504
Q5VTJ3	777
Q13118	480
Q8N7A1	406
Q8NEP7	349
Q9UIH9	416
Q5JT82	389
O94889	574
P57682	345
Q9UJP4	597
Q2TBA0	621
O60662	606
O75840	302
Q96CT2	875
O43240	276
Q53G59	568
Q9UKR0	248
Q9UKR3	277
Q96PQ7	755
Q8WZ60	621
Q8IXQ5	586
Q12918	225
P03952	638
Q9NZS2	232
Q86Z14	1044
Q5SVS4	291
Q03164	3969
Q9NQR1	393
Q4FZB7	885
P46020	1223
Q93100	1093
Q05513	592
Q9BZL6	878
O60256	369
Q5T749	579
P05129	697
P41743	596
P11801	424
Q9BYP8	105
Q8IUB9	90
Q3LHN2	52
Q3LI72	72
Q3LI70	58
Q3LI54	63
Q3LI63	56
Q3LI61	65
Q3LI60	44
Q3LI62	44
Q3LI58	79
Q3LI59	83
Q3LI68	45
A1A580	65
Q3LI83	254
Q3LHN0	102
Q6PEX3	210
Q3LI81	207
A8MX34	341
P60371	365
P60409	370
Q8IUC1	163
P59990	96
P0C5Y4	121
Q9BYS1	174
Q9BYU5	128
Q9BYT5	123
P0C7H8	128
Q9BYR9	128
Q52LG2	175
Q3SY46	172
Q8IUC3	87
Q8IUC2	63
P48051	423
Q9NXV2	234
Q92953	911
Q12809	1159
O43526	872
P12532	417
Q9UK17	655
O15550	1401
Q6ZMT4	941
Q8TCB7	284
Q641Q3	311
O60291	552
Q3V5L5	792
Q8NHK3	375
P43632	304
Q14953	304
Q8N743	410
Q8NI77	898
P46013	3256
Q9Y6Z4	181
Q8N7Y1	241
Q7Z4S6	1674
Q8IX03	1113
Q9ULI4	1882
O60333	1816
O43896	1103
O95239	1232
Q12840	1032
O60282	957
B7ZC32	967
Q92845	792
O60870	393
Q9Y496	699
Q96J84	757
Q9NRX6	74
Q96RR4	588
Q8IXV7	354
O14901	512
Q9Y2U9	406
Q9Y4X4	402
Q8TBB5	520
Q8TD94	323
Q9P2N7	655
A0A0U1RQI7	1052
Q96M94	604
Q9H511	634
O43474	513
Q53GT1	634
Q13887	457
Q99612	283
Q9NR64	748
Q9NVR0	708
Q9UH77	587
Q9H2R5	256
P07288	261
Q92876	244
Q9UKQ9	250
Q13241	179
D3W0D1	207
A4D1S0	409
P17481	243
A0A0C4DH32	117
P01767	116
A0A0C4DH42	116
P14651	431
P35557	465
P0DP04	118
A0A0J9YX35	117
A0A0G2JMI3	117
Q2M3T9	481
A0A075B6J9	118
P19367	917
Q08334	325
P42701	662
Q14627	380
Q96BM0	104
Q13261	267
Q9UIS9	605
Q9UBB5	411
O95243	580
Q9P267	1494
Q96DN6	1003
Q9BTE3	642
Q14974	876
Q8NEM0	835
P80217	286
Q9P2X3	320
Q53TQ3	878
P12268	514
P05111	366
P17301	1181
P05106	788
P56199	1179
Q13683	1181
Q96N16	626
Q15040	202
Q96MG2	331
P20702	1163
Q6ZU35	1233
O60268	411
Q9P206	1035
Q8IV33	1275
Q6ICG6	404
P13646	458
Q96AT1	154
P02533	472
Q9C075	422
Q2M2I5	525
Q7Z3Y8	459
Q6A163	491
Q6KB66	452
P13647	590
P22459	653
Q53RY4	240
Q9NPC2	374
Q9H427	330
P48549	501
Q8NC54	265
P48544	419
Q6UVM3	1135
Q9UJ96	466
Q15842	424
P51787	676
O00180	336
Q9UM21	535
Q16774	197
Q9UQ53	548
Q9UBM8	478
Q5JSQ8	128
Q07666	443
Q5VWX1	349
P50053	298
O15037	678
Q9H1H9	1805
Q96L93	1317
Q9H1L0	117
Q12756	1690
P43626	348
P43627	348
O14782	793
Q15058	1648
Q9NS87	1388
Q2VIQ3	1234
Q02241	960
Q5T7B8	1368
Q8N4Q1	142
Q9NQ35	241
Q9NWW6	199
Q9ULB1	1477
P58400	472
Q9P2S2	1712
O95478	260
Q02818	461
P03915	603
Q9Y6C5	1203
Q13416	577
Q14761	206
Q8WV60	388
O43929	436
O43913	435
Q9BXB5	764
Q969R2	916
Q8WVF1	389
Q05209	780
Q9NPF4	335
Q9BZF3	934
Q9H4B0	414
Q4JDL3	420
A0A2R8YFL7	184
A0A2R8Y4Y8	160
P39656	456
P21246	168
Q86YD1	416
P61366	133
Q8WUK0	201
P00480	354
P23468	1912
P23469	700
Q15262	1439
Q16849	979
Q16827	1216
Q3ZCN5	2332
Q7RTS5	596
Q5VVQ6	348
P32243	289
Q8WZ82	227
Q7RTY7	1134
Q96DC9	234
Q12889	678
O14753	267
Q9BRP0	275
Q6IE36	1432
Q99489	341
Q5BKU9	147
Q9NWU1	459
O95747	527
P26022	381
Q96A99	478
O15547	441
Q06190	1150
Q9Y5P8	575
P51582	365
Q8TB72	1066
Q15397	648
P0C869	781
Q3MJ16	868
P22102	1010
Q9NZ20	509
P11940	636
Q86U42	306
O15067	1338
Q9BY11	444
Q9UKS6	424
P09466	180
Q8NCC3	412
O60829	102
Q96GU1	130
Q9BTK6	254
P05121	402
P05120	415
Q9BPZ3	127
Q8NC51	408
O75914	559
Q9P286	719
Q9NQU5	681
Q6PCE3	622
P21810	368
Q15124	567
P00439	452
Q92696	567
Q9UKJ0	227
Q9H307	717
Q9BXM7	581
A6NC86	204
Q99697	317
Q7Z442	2459
Q9Y2H5	1048
Q9UF11	243
Q8IWE5	1019
Q494U1	611
Q96S99	279
P42336	1068
Q8TC59	973
Q7Z3Z4	852
P48736	1102
Q0ZLH3	352
Q9ULU4	1186
P04808	185
Q13393	1074
Q13563	968
Q9P212	2302
O75051	1894
Q8NA58	520
Q15126	192
P16298	524
P48454	512
Q8N443	379
Q9H4K1	309
Q8TF05	950
Q4ADV7	1423
Q7Z5B4	369
O75170	966
Q5H9R7	873
Q9NVN3	520
Q6R327	1708
Q5UIP0	2472
P15309	386
Q96NA2	401
Q9UFD9	1639
A6NNM3	1639
A6NJZ7	1639
O95153	1857
O15034	1052
Q03181	441
Q8IXN7	391
P09923	528
P10696	532
P48147	710
Q8NEY8	458
P45877	212
P23284	216
Q9Y3C6	166
Q8TCE9	139
P35813	382
O15355	546
Q9ULR3	514
Q9Y570	386
O00743	305
Q5R3F8	820
Q13522	171
Q7Z5V6	425
Q96LQ0	422
Q16821	1122
Q86XI6	285
Q9UQK1	317
O95685	299
Q9H7J1	279
Q6ZSY5	799
Q7Z4L9	309
Q96BP3	646
Q9UMR5	302
Q8N755	202
Q6ZRT6	265
Q8WXC3	89
Q08257	329
Q9NXS2	382
Q2TAL8	776
Q2KHR3	1735
Q5T6V5	341
P18077	110
A8MTL3	300
Q9Y3T6	440
Q86UN3	420
Q59GN2	51
Q09MP3	1159
Q6ZS82	235
P61106	215
Q9UL25	225
Q6IQ22	244
P61019	212
P61927	97
P20337	219
Q15286	201
Q9BUV8	137
P61006	207
P63173	70
Q9H0U4	201
P62891	51
Q9UJ41	708
Q7Z6M1	372
P15153	192
Q99638	391
Q8TD07	263
Q6NSI4	855
P55042	308
P55895	527
Q15109	404
P15918	1043
A6NC62	111
O60895	175
P62826	216
P61224	184
P61225	183
Q13702	412
P62987	128
P10276	462
P20936	1047
Q99460	953
Q14691	196
Q16557	428
Q00888	419
P07988	381
O14684	152
Q16647	500
Q14914	329
P0C881	870
B2RC85	870
Q15032	1099
Q9ULC3	237
P57735	213
Q9BZG1	259
Q5JT25	222
A4D1S5	217
Q86YS6	212
Q7Z6P3	1021
P51149	207
P20339	215
Q9NX57	234
P29373	138
Q8TDU9	374
A8MQ11	134
Q8NAT1	580
Q92546	391
Q6GYQ0	2036
P0DJD1	1756
Q99666	1765
Q13519	176
Q13972	1273
Q9UL42	364
Q9NVS9	261
Q8TCS8	783
P20264	500
P49335	361
Q8TEM1	1887
Q9UNA4	740
Q15165	354
Q6PEZ8	512
Q8TEB9	315
P18577	417
Q9H237	461
Q6PJF5	856
Q02161	417
Q96D21	266
Q6ZWK4	172
P0C7M4	288
O43182	974
A0JP26	581
Q5TG30	622
Q96C90	147
Q8TAE6	165
Q3KRB8	267
Q96I34	528
Q96T49	567
P62140	327
P36873	323
Q15435	360
P08134	193
Q9HBH0	211
P84095	191
Q7L0Q8	258
Q96L33	236
P62714	309
A8MPX8	630
P60510	307
Q86T03	277
Q8N4L2	257
Q9NY27	417
Q6NUP7	873
Q9P1A2	415
E7EU14	171
Q9UPN7	881
Q9NPQ8	531
P52758	137
P13686	325
Q9NPH0	428
Q969G6	155
P24666	158
Q13278	110
P11117	423
Q07869	468
P37231	505
Q9ULI2	386
P05186	524
Q4J6C6	727
Q9H3Y8	114
P10619	480
P62937	165
Q08752	370
P50876	292
O15541	343
Q8IZP6	322
Q9Y2K5	976
Q96D70	268
Q8TBN0	382
Q6MZT1	257
O75771	328
Q32P51	320
Q9H0T7	212
Q15771	203
P20336	220
Q13637	225
Q96E17	227
P51148	216
P20340	208
Q8N4Z0	218
P62820	205
P20338	218
Q5HYI8	236
P29762	137
O14966	203
P63244	317
Q9NSD7	469
P63000	192
O75943	681
Q8WWW0	418
Q9HCJ3	691
Q96IS3	184
P62491	216
P01116	189
Q15907	218
Q8NDT2	890
Q8NC74	664
Q9P1G2	102
O00194	218
Q15291	538
Q9H082	229
Q16576	425
Q15042	981
Q8TDY2	1594
Q96S21	281
Q8IUD2	1116
Q8N0V3	343
P46777	297
Q00577	322
P11216	843
Q8TE99	480
P61018	213
P51151	201
Q9NP90	201
Q15276	862
Q92901	407
O60671	282
Q06609	339
P43351	418
Q96JH8	1075
P78406	368
P04049	648
Q86SE5	291
Q9P0K7	980
Q8NFJ5	357
Q5U651	963
Q96S59	729
Q86WH2	238
Q8IY67	606
Q6ZTQ3	369
O75901	435
A6NK89	507
P01112	189
Q8IXT5	1001
Q09028	425
Q7Z6E9	1792
O75884	186
Q8WXH6	277
Q12829	278
P0C0E4	278
Q08999	1139
P98179	157
Q8TBY0	533
Q15434	407
Q9NW64	420
Q9UJV8	347
Q96N64	755
I3L0S3	204
Q7Z7A4	578
Q8TBF2	198
Q7RTV5	226
Q9NR77	195
P10082	97
P20742	1482
Q9UPQ7	1066
O14957	56
P22695	453
P07919	91
O14949	82
Q9UDW1	63
O95825	349
Q53FA7	332
P49207	117
Q16769	361
Q96P65	431
Q9H0J4	1663
O00391	747
Q6ZRP7	698
Q9H974	415
P42766	123
Q15269	919
Q96PZ0	661
Q8NFP0	134
P27708	2225
Q9Y6I8	212
Q8WU10	500
P35241	583
P24386	653
P26374	656
P11234	206
P46060	587
Q9BTL3	118
Q9Y5P3	530
O60894	148
P43487	201
O60896	148
P10114	183
Q9Y3L5	183
Q70E73	1250
P62945	25
P10826	455
P13631	454
Q99969	163
C9J798	803
O95294	804
Q8IZ41	740
Q9NYN1	266
Q9NS23	344
P01111	189
Q9Y580	266
Q96T37	977
Q6XE24	437
Q9H1K0	784
Q9P2N5	1060
P42696	430
Q9H477	322
Q9H4I0	556
Q96I51	464
Q69383	105
Q96NR3	888
P41222	190
Q9BRP8	204
Q9NRI6	33
Q5JQD4	70
Q6ZMN7	1036
Q04671	838
P31930	480
A0A096LP55	91
Q96PU8	341
Q6NVV1	102
Q7Z419	303
Q6NUR6	42
Q86UN2	441
Q96B01	352
O15315	384
P59190	212
Q9HCM2	1894
O15031	1838
Q8WZA1	660
Q99640	499
Q9NRX1	252
P49795	217
Q12796	327
P14859	743
Q8TC44	478
Q7Z5L7	613
Q9Y253	713
Q9HBU9	364
Q15382	184
P98171	946
H3BUK9	544
A1A4S6	786
Q8IWW6	846
Q68EM7	881
Q6S8J7	498
A0A0A6YYL3	544
B2RU33	542
Q86YR6	584
Q6S8J3	1075
Q9P2F6	1191
Q5T5U3	1957
Q9P227	1491
Q8N264	748
P42331	645
Q9UNA1	814
Q6ZUM4	889
Q9P2N2	729
Q52LW3	1261
Q7Z6I6	1101
Q2M1Z3	1444
A7KAX9	2087
O14559	1287
Q9UHV8	139
Q9C0H5	1083
Q6PJE2	187
Q6P4F7	1023
Q9BZL4	782
P62136	330
Q12972	351
Q96QC0	940
O60927	126
A8MT19	583
Q9BSD3	238
P61586	193
P62745	196
O00212	210
Q15669	191
Q9H4E5	214
P17081	205
Q8TCX5	670
Q8IUC4	686
Q8NHV9	184
Q9BQY4	288
A6NNX1	92
P67775	309
Q08209	521
P54277	932
Q15493	299
Q8N490	385
Q96T60	521
Q86V59	439
P47804	291
P20265	443
Q01851	419
P09086	479
Q01860	360
P63136	954
Q8N7G0	328
Q02094	409
Q5K4E3	855
Q8NE79	360
Q9Y3P4	386
Q9Y6A1	747
Q9UKY4	750
O75783	438
Q9NX52	303
P27169	355
O94955	611
Q8N131	208
Q15063	836
Q07960	439
Q13017	1502
Q96QB1	1528
P85298	464
Q9BRR9	750
Q53QZ3	475
Q9NUX5	634
Q8N392	663
Q14CB8	494
A5A3E0	1075
Q6S5H5	508
Q6S545	545
P0CG38	1075
P0CG39	1038
A6NI47	508
Q7Z5H3	698
Q9NRY4	1499
B7ZBB8	358
Q6ZRI8	547
A6NI28	874
Q96A00	147
Q17R89	818
Q9NXH3	145
P05187	535
Q9BZG2	426
O43447	177
O95428	1278
P53041	499
Q6ZMI0	780
Q86WC6	154
Q8WVI7	109
O75864	691
Q5VV67	1664
Q9NRI7	21
O60828	265
Q8N2U9	271
A6NEV1	266
Q5THK1	2151
Q5SWA1	713
Q9BU68	103
O60809	474
Q5SWL7	426
Q9NQV5	511
Q9H4Q4	367
Q9GZV8	571
P86496	221
A3QJZ6	481
A6NGN4	478
Q96KF2	57
D3DTV9	90
Q9NRG1	225
Q9Y2Y8	225
P30048	256
Q9UBK2	798
P15151	417
P62888	115
P17812	591
Q9NRF8	586
Q9UL41	463
Q2PPJ7	1873
Q8TF01	805
O14827	1237
O43566	566
Q9NS28	235
P63132	956
O00592	558
P63128	1117
Q9WJR5	959
P63133	956
Q9BWJ2	59
Q9Y244	141
Q9H310	441
Q9HBV1	291
P58872	404
Q99575	1024
Q9BYZ6	727
Q969H6	163
Q9UBD6	479
Q96CC6	855
Q9HAB8	311
Q9UKL6	214
O14829	653
O14830	753
P30405	207
Q8WUA2	492
Q8IXY8	311
O43586	416
Q9H939	334
Q13356	520
Q96MI6	270
Q5JR12	505
Q5SGD2	360
O96001	155
Q5T8A7	1209
P0DPQ3	210
Q9UI14	185
Q8NCQ7	364
Q5VTL8	546
O60813	478
Q5VTA0	474
Q9NNZ6	103
Q7Z3G6	844
P0DMW2	45
Q02127	395
P62899	125
P62910	135
P14927	111
E9PB15	166
A0A1B0GWK0	134
Q6DKI7	326
Q13610	501
Q8N2H3	581
P40967	661
Q969W9	287
O43157	2135
Q01453	160
P54278	862
Q9Y4D7	1925
O15492	202
O75916	674
A5PLK6	1076
Q03052	451
Q8WVV4	589
Q7Z3K3	1410
P10266	1014
Q9BXR3	956
Q14863	301
Q9UBT6	870
Q15166	354
Q6NTF9	364
O75817	140
Q9H8P0	318
P50336	477
Q6NYC8	613
Q9UD71	204
Q8TAP8	253
Q8NI37	304
P50897	306
Q9Y520	2896
O60831	178
Q9NQV6	1147
Q9HCU5	417
Q6NWY9	871
Q06830	199
Q96I23	114
H0Y7S4	382
A0A0G2JMD5	474
Q8TCU6	1659
O43663	620
Q5JSZ5	2229
P49683	370
Q96MT3	831
Q2TBC4	344
O75360	226
P21108	318
Q9UMS4	504
Q13523	1007
P58294	105
Q6P2Q9	2335
P04280	392
Q9Y4F9	1068
Q5FWE3	981
P55036	377
P11464	419
Q15238	335
O43242	534
P49810	448
O15172	72
Q9BT73	122
P12272	177
P46778	160
Q13882	451
P31939	592
Q9H0K6	701
Q3MIT2	529
Q92530	271
Q6PGN9	363
P49768	467
Q6P5R6	122
P35268	128
P62750	156
P62829	140
O75475	530
Q9UQ72	335
Q15008	389
O95456	288
O60542	156
O00233	223
Q06323	249
Q13308	1070
Q3SYG4	887
Q96QR8	312
Q6NUJ5	590
Q9BRX8	229
P11217	842
Q9Y3Y4	419
Q9BRQ0	406
Q9BQ49	75
Q99835	787
P54920	295
H3BR10	107
O94964	1423
P04179	222
O75940	238
P0CW21	52
Q15513	63
Q9NYA1	384
Q9NRA0	654
P51688	502
P17947	270
O75830	405
Q9C030	488
Q9C026	710
Q15650	581
Q15654	476
Q15643	1979
Q9Y5K1	396
Q9HCB6	807
Q8IYL2	757
O43791	374
Q8N9U9	137
P35321	89
P35326	72
P35325	72
Q96RM1	72
Q9BYE4	73
Q7Z699	444
Q32P41	509
Q96PI1	79
A0A1B0GTR4	108
Q96BD6	273
Q7Z5L4	167
Q8TB22	786
Q6PJ21	355
P52788	366
Q5T0L3	261
A0A0U1RRN3	59
Q969W0	71
O00267	1087
Q01082	2364
O43609	319
Q9BT56	116
Q9C004	299
Q13501	440
Q9Y6N5	450
Q8N5C6	995
A1L4H1	1573
P12931	536
Q7Z6B7	1085
P0DJJ0	459
P37108	136
P61011	504
Q9UHB9	627
Q9Y5M8	271
O60687	465
Q9UPE1	567
B3KS81	715
Q9UHV2	236
Q07955	248
Q9GZT4	340
Q9BRL6	282
Q13242	221
O60232	199
Q9BWW4	388
Q9BWG4	385
Q04837	148
Q9NQ55	473
Q8WYL5	1049
Q76I76	1423
Q8WWF3	244
P30874	369
P32745	418
P31391	388
O43760	224
Q9UPR3	1016
O95473	234
P53814	917
P02814	79
Q9NPB0	183
Q96E16	107
Q96L92	541
Q9Y5X0	201
Q8WXH5	440
Q9UNH6	387
P01242	217
O00300	401
P35270	261
Q14515	664
Q7Z698	418
Q5BIV9	151
Q2MJR0	410
Q8TCT7	592
Q8IUH8	684
Q8TCT6	384
Q9H040	489
Q8WW59	207
Q5W111	196
Q99611	448
P49903	392
Q9UET6	329
Q9NUQ6	558
Q9P272	454
Q7Z6I5	190
Q96N96	652
Q96LK8	384
Q96N06	139
Q537H7	98
A4D263	438
Q7KZ85	1726
Q8IYB3	904
P78362	688
A7MD48	611
Q14140	314
Q9UJW9	196
A2A2V5	107
Q01130	221
O75494	262
O43805	119
Q9UNL2	185
Q5T2D2	321
Q99909	188
O60224	188
Q7RTT5	188
Q7RTT4	187
Q7RTT3	188
Q16384	188
O75897	302
P42229	794
Q8WU08	396
Q9NY57	414
Q9Y365	291
P0CL85	134
Q92502	1023
Q9P2P6	4700
Q9ULZ2	295
Q14849	445
Q9NSY2	213
Q9NQZ5	370
O95793	577
Q9NUL3	570
Q658P3	488
Q687X5	459
Q9P246	746
Q93045	179
O75716	305
Q13043	487
Q9Y6E0	443
O43815	780
Q7RTU9	1775
Q9NRL3	753
P27105	288
Q8WXE9	905
Q13190	355
Q9UHP9	88
Q6UX34	121
P60880	206
Q5SQN1	464
Q13487	334
A8MWL6	223
Q6IEE8	588
Q7KZF4	910
G3V0H7	640
Q9NYB5	712
Q8N9S9	440
Q7Z614	316
Q99523	831
Q9UIG8	710
Q6ZQN7	724
Q07889	1333
Q96AH0	204
Q8N9Q2	155
Q96GP6	871
P23327	699
P10124	158
O75044	1071
O43295	1099
Q9H3Y6	488
Q9UBP6	276
P49458	86
P09132	144
P78539	464
Q9UQ35	2752
A6NNA2	597
Q9UH36	339
Q9NUC0	356
Q05519	484
Q13243	272
O60225	188
Q8IZP2	240
Q9Y5Y6	855
O00338	296
Q6IMI6	304
Q6IMI4	303
Q06520	285
Q86UX6	486
P51692	787
Q9BR01	284
Q8WVM7	1258
O94864	414
Q96FJ0	436
Q92783	540
O75886	525
Q9UGK3	403
Q96DR4	205
P52630	851
Q14765	748
P02808	62
Q13285	461
O00506	426
Q8TDR2	534
Q9NRP7	1315
P31948	543
Q8N2I9	435
P49842	368
Q8TAV4	291
Q9H6E5	874
Q8N412	459
Q9C0K7	418
Q96SI9	672
A6NGW2	1772
Q9NZ72	180
P46977	705
Q9H668	368
Q9P2W9	335
Q8N4C7	294
Q16623	288
Q5T5C0	1151
Q9UNK0	236
Q8NFX7	210
Q8WUJ0	223
Q13507	836
Q8TC36	379
Q53LP3	525
A6NJG2	315
O75683	361
Q8N434	492
Q6UWL2	747
Q92537	303
Q9H4L7	1026
O00161	211
Q9UMY4	172
Q96RF0	628
Q96PQ0	1159
Q07890	1332
Q9BQ15	211
Q9BVS5	477
O60248	233
Q9BT81	388
Q13342	867
P48436	509
Q9NP77	194
P49888	294
Q8TDW4	575
P50225	295
Q9HBF5	79
Q12815	778
P0DMM9	295
O00204	365
Q9Y3M8	1113
Q9Y2H1	464
P0CL84	134
Q8TBR4	150
Q8WWQ8	2551
P78524	1137
O95630	424
Q6ZMT1	411
Q96MF2	364
P49675	285
P42224	750
Q9Y2K9	1186
O95210	358
Q6NZ63	245
Q15468	1287
Q86WV6	379
Q9UBI4	398
Q9UJZ1	356
Q6ZVD7	989
Q8NE28	680
Q9BX79	667
Q7Z7C7	330
Q9H169	189
O14662	325
P56962	302
Q69YW2	141
O75558	287
O15400	261
Q13277	289
Q12846	297
P61764	594
Q6J9G0	422
Q9HAC7	445
P14410	1827
Q8IWU5	870
Q8TAQ9	357
Q2M3V2	549
Q7L1I2	683
Q496J9	727
Q1ZZU3	235
O94759	1503
Q9UH65	585
Q96L08	255
Q5VX71	490
O75324	88
Q53HV7	270
H3BMG3	65
Q8NCR6	262
A8MU46	457
Q8ND04	991
Q99954	134
O43541	496
Q9H7B4	428
Q9Y5W9	270
Q9Y5X2	465
O14512	581
P46721	670
O94956	709
Q9Y343	169
Q8WY21	1168
Q86UG4	719
P35610	550
O75908	522
P41225	446
Q6F5E7	133
C9J1S8	452
A6NLI5	450
Q9P0Z9	390
O00570	391
Q9H930	580
Q02446	784
Q96R06	1193
Q8IW75	414
O75602	509
A0A1B0GVQ0	90
Q496A3	300
Q8NEY3	305
Q9NWH7	488
Q9P0W8	599
Q6RVD6	105
Q9BWV2	254
O60296	914
Q8NBT2	197
Q15005	226
P61009	180
Q9HD40	501
O43280	583
A6NJR5	290
A6NHP3	402
Q15772	3267
I1YAP6	450
Q96RU8	372
Q6UW49	350
Q9C040	744
Q96FX7	289
Q7Z572	469
Q8NHS9	363
Q9BR10	227
Q68D10	685
P63272	117
Q96L03	361
Q9H254	2564
Q9NRC6	3674
P11277	2137
O15270	562
Q5MJ09	141
Q5MJ08	99
Q5MJ07	72
O43597	315
O43610	288
P21549	392
O15042	1029
Q9HD15	236
Q96JX3	654
Q12772	1141
Q9BX66	1292
O94875	1100
P36956	1147
Q14247	550
Q8WXA9	508
Q4G0T1	1027
P84022	425
Q92540	1137
Q8TAD8	396
Q9HBX3	110
P00441	154
Q9NX45	425
Q15036	470
Q9BVQ7	753
Q8N4H0	392
Q86WD7	417
Q07617	926
P48595	397
Q96P15	392
Q9UBP0	616
P50452	374
P50453	376
Q15035	370
Q9H0A9	340
Q12931	704
Q9HBM1	224
Q6PIZ9	186
Q9Y6A9	102
P01850	176
P07204	575
Q5TCZ1	1133
A1X283	911
Q15633	366
Q8NFV5	336
Q495Y8	402
Q495Y7	208
Q9H9C1	493
Q9NP99	234
Q9NZC2	230
P08582	738
P34981	398
P03986	189
A0A075B6S0	16
A0A075B6R0	118
P03979	118
A0A0C4DH28	118
A0A0B4J1U4	118
A0A0C4DH27	118
Q99603	122
Q9UKU6	1024
P20396	242
Q96F44	468
O95361	564
Q14258	630
Q12899	539
P14373	513
Q14134	588
Q9BZY9	425
Q13049	653
Q9UPN9	1127
P19623	302
Q9HCM9	518
Q6P9F5	258
Q8WV44	630
Q8IWZ5	723
Q96DX7	344
Q9H8W5	580
P0CI25	452
Q96A61	297
Q9BYV2	358
Q9BVG3	475
Q969Q1	353
A6NGJ6	449
Q6ZTA4	783
Q9Y4P9	236
Q6ZMU5	477
Q86UV6	250
A6NK02	468
O43715	76
Q96RU7	358
Q7L0X0	811
Q8NA61	448
O75934	225
Q8N4L4	309
Q8N0X2	631
Q6Q759	2223
Q76KD6	591
Q9NZD8	308
Q9UQ90	795
Q01892	262
Q8N0Z3	855
Q8N5J4	248
Q99865	258
Q9C035	493
Q9C029	511
Q9BZR9	551
Q8N9V2	468
Q8N7C3	387
O75962	3097
Q9Y657	262
Q08AE8	756
Q8WWL2	714
Q9BQ61	176
O43278	529
O43291	252
Q2M3C7	1700
Q7Z2T5	733
O95149	360
Q9NZQ3	722
Q9BUA3	381
Q6ZMD2	512
Q9NS26	97
Q9NS25	103
Q9NY87	97
Q9BXN6	97
Q6ZMY3	1216
Q13103	211
Q8TCT8	520
Q9H4F8	434
Q9H3U7	446
Q86VZ5	413
Q9Y5W8	968
O75159	536
Q5JUK2	328
Q9Y5X1	595
Q9Y6L6	691
Q9BQB4	213
Q9H3E2	840
P56693	466
Q969Z4	430
P35716	441
Q8N609	369
P01241	217
A6NCK2	446
P35711	763
P35712	828
Q9HB58	689
P62995	288
Q9H0E3	1048
Q8NEM7	779
